model_id,split,regime,sample_count,throw_count,dx_mae_m,dy_mae_m,altitude_loss_mae_m,sink_rate_mae_m_s,roll_mae_deg,pitch_mae_deg,yaw_mae_deg
baseline_active,train,attached,116,14,0.09695483429,0.008961405627,0.01141335049,0.2966548439,0.6565762732,2.273884092,0.1967092957
baseline_active,train,transition,532,20,0.08532344806,0.09980203982,0.07826325676,0.3881402473,3.507574749,4.804727325,0.9424508608
baseline_active,train,post_stall,2851,20,0.3498300345,0.5613607462,0.2734293472,0.4380016814,23.29767066,10.19946787,9.468024785
baseline_active,heldout,attached,65,8,0.01866203669,0.01110558288,0.01043726237,0.2470965464,0.5433015752,1.631614467,0.3059785683
baseline_active,heldout,transition,265,10,0.2094612717,0.2406973343,0.1836549853,0.4787660186,7.089628424,9.904043333,3.748940345
baseline_active,heldout,post_stall,1420,10,0.4226724755,0.7662403252,0.2769398659,0.4124858829,25.75306531,12.0346116,9.053939693
coefficient_candidate,train,attached,116,14,0.09690217271,0.009011530867,0.01110153553,0.2915196695,0.6539014387,2.179459076,0.1905681147
coefficient_candidate,train,transition,532,20,0.0708357296,0.10757934,0.05413203808,0.2905391714,3.798544041,2.792728623,1.079534312
coefficient_candidate,train,post_stall,2851,20,0.1681879005,0.6020407366,0.1799475102,0.2772722957,25.07097834,7.795457035,10.55413514
coefficient_candidate,heldout,attached,65,8,0.01864769904,0.01112413792,0.01036406365,0.2452708229,0.5464261004,1.414866401,0.2813246189
coefficient_candidate,heldout,transition,265,10,0.08179689905,0.2715529361,0.06062731823,0.2716763342,10.38311511,3.864474447,2.721057747
coefficient_candidate,heldout,post_stall,1420,10,0.155424829,0.8166676847,0.1309405663,0.2010943002,28.40738981,6.984236408,8.940375527
