library_size_case_id,primitive_id,entry_role,transition_entry_class,transition_object_id,primitive_variant_id,selection_algorithm,medoid_selection_reason,selection_rank_order,coverage_marginal_gain,coverage_worst_case,coverage_breadth,medoid_quality_score,medoid_design_centrality,medoid_distance_to_group_center,medoid_redundancy_penalty,robustness_environment_modes_seen,robustness_start_families_seen,robustness_active_fan_counts_seen,robustness_speed_bins_seen,local_lqr_speed_bin_id,local_lqr_reference_speed_m_s
heavy_cluster,energy_retaining_bank,transition_object,boundary_near,primvar_energy_retaining_bank_transition_object_673efd961290__entry_boundary_near,primvar_energy_retaining_bank_transition_object_673efd961290,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.08952380952380953,0.0,0.08952380952380953,0.2277124134991362,0.1286137496630127,4.553983983652028,0.0,w3_randomised_four;w3_randomised_single,inflight_boundary_near,1;2;3;4,speed_bin_7p5_m_s,speed_bin_7p5_m_s,7.499999999999999
heavy_cluster,energy_retaining_bank,transition_object,inflight_stable,primvar_energy_retaining_bank_transition_object_438ef31beb5e__entry_inflight_stable,primvar_energy_retaining_bank_transition_object_438ef31beb5e,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.20642857142857143,0.0,0.20642857142857143,0.2655831383978767,0.14029272045795038,3.5424352481207504,0.0,w3_randomised_four;w3_randomised_single,inflight_lift_region;inflight_nominal,1;2;3;4,speed_bin_7p0_m_s,speed_bin_7p0_m_s,7.0
heavy_cluster,energy_retaining_bank,transition_object,launch_gate,primvar_energy_retaining_bank_transition_object_382f68e7fec4__entry_launch_gate,primvar_energy_retaining_bank_transition_object_382f68e7fec4,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.10095238095238096,0.0,0.10095238095238096,0.2029116014498556,0.16135044673276921,2.638584775554256,0.0,w3_randomised_four;w3_randomised_single,launch_gate,1;2;3;4,speed_bin_6p5_m_s,speed_bin_6p5_m_s,6.5
heavy_cluster,energy_retaining_bank,transition_object,recoverable_degraded,primvar_energy_retaining_bank_transition_object_9a9ad143f3d1__entry_recoverable_degraded,primvar_energy_retaining_bank_transition_object_9a9ad143f3d1,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.03428571428571429,0.0,0.03428571428571429,0.22342510808777982,0.14853679516351254,4.639141015498316,0.0,w3_randomised_four;w3_randomised_single,inflight_recovery_edge,1;2;3;4,speed_bin_4p5_m_s,speed_bin_4p5_m_s,4.5
heavy_cluster,glide,transition_object,boundary_near,primvar_glide_transition_object_bd30d582cdb6__entry_boundary_near,primvar_glide_transition_object_bd30d582cdb6,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.08952380952380953,0.0,0.08952380952380953,0.22999951731527624,0.1511856493432383,4.608267570856282,0.0,w3_randomised_four;w3_randomised_single,inflight_boundary_near,1;2;3;4,speed_bin_4p0_m_s,speed_bin_4p0_m_s,4.0
heavy_cluster,glide,transition_object,inflight_stable,primvar_glide_transition_object_c90d0507cf3b__entry_inflight_stable,primvar_glide_transition_object_c90d0507cf3b,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.20642857142857143,0.0,0.20642857142857143,0.2663517873427792,0.14850843874989883,3.809930092779885,0.0,w3_randomised_four;w3_randomised_single,inflight_lift_region;inflight_nominal,1;2;3;4,speed_bin_5p5_m_s,speed_bin_5p5_m_s,5.5
heavy_cluster,glide,transition_object,launch_gate,primvar_glide_transition_object_786cbd0277dc__entry_launch_gate,primvar_glide_transition_object_786cbd0277dc,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.10095238095238096,0.0,0.10095238095238096,0.19125898989799453,0.12449466088448059,3.584263765928745,0.0,w3_randomised_four;w3_randomised_single,launch_gate,1;2;3;4,speed_bin_6p5_m_s,speed_bin_6p5_m_s,6.5
heavy_cluster,lift_dwell_arc,transition_object,boundary_near,primvar_lift_dwell_arc_transition_object_643f7fa1070c__entry_boundary_near,primvar_lift_dwell_arc_transition_object_643f7fa1070c,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.08952380952380953,0.0,0.08952380952380953,0.22523344294693476,0.10352490565982354,6.059124161215119,0.0,w3_randomised_four;w3_randomised_single,inflight_boundary_near,1;2;3;4,speed_bin_8p0_m_s,speed_bin_8p0_m_s,8.0
heavy_cluster,lift_dwell_arc,transition_object,inflight_stable,primvar_lift_dwell_arc_transition_object_b3209dbd4267__entry_inflight_stable,primvar_lift_dwell_arc_transition_object_b3209dbd4267,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.20642857142857143,0.0,0.20642857142857143,0.27219123345618323,0.20643954906609918,2.083782938880371,0.0,w3_randomised_four;w3_randomised_single,inflight_lift_region;inflight_nominal,1;2;3;4,speed_bin_6p5_m_s,speed_bin_6p5_m_s,6.5
heavy_cluster,lift_dwell_arc,transition_object,launch_gate,primvar_lift_dwell_arc_transition_object_bc1ff47b6888__entry_launch_gate,primvar_lift_dwell_arc_transition_object_bc1ff47b6888,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.10095238095238096,0.0,0.10095238095238096,0.2059585298897826,0.1405376798504128,3.1854624517135384,0.0,w3_randomised_four;w3_randomised_single,launch_gate,1;2;3;4,speed_bin_5p5_m_s,speed_bin_5p5_m_s,5.5
heavy_cluster,lift_dwell_arc,transition_object,recoverable_degraded,primvar_lift_dwell_arc_transition_object_d07ad7436ca9__entry_recoverable_degraded,primvar_lift_dwell_arc_transition_object_d07ad7436ca9,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.03428571428571429,0.0,0.03428571428571429,0.23001223746594635,0.21440808894517813,2.0940323419546023,0.0,w3_randomised_four;w3_randomised_single,inflight_recovery_edge,1;2;3;4,speed_bin_3p0_m_s,speed_bin_3p0_m_s,3.0
heavy_cluster,lift_entry,transition_object,boundary_near,primvar_lift_entry_transition_object_28b2b3339374__entry_boundary_near,primvar_lift_entry_transition_object_28b2b3339374,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.08952380952380953,0.0,0.08952380952380953,0.22855110891536978,0.13670156534417383,4.536122827711074,0.0,w3_randomised_four;w3_randomised_single,inflight_boundary_near,1;2;3;4,speed_bin_5p5_m_s,speed_bin_5p5_m_s,5.5
heavy_cluster,lift_entry,transition_object,inflight_stable,primvar_lift_entry_transition_object_f9383a10aedd__entry_inflight_stable,primvar_lift_entry_transition_object_f9383a10aedd,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.20642857142857143,0.0,0.20642857142857143,0.27122912001865745,0.19820863398587005,2.455961662812903,0.0,w3_randomised_four;w3_randomised_single,inflight_lift_region;inflight_nominal,1;2;3;4,speed_bin_3p5_m_s,speed_bin_3p5_m_s,3.5
heavy_cluster,lift_entry,transition_object,launch_gate,primvar_lift_entry_transition_object_dc083942123e__entry_launch_gate,primvar_lift_entry_transition_object_dc083942123e,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.10095238095238096,0.0,0.10095238095238096,0.19786842973866378,0.12630334500548782,3.9544799064998704,0.0,w3_randomised_four;w3_randomised_single,launch_gate,1;2;3;4,speed_bin_5p0_m_s,speed_bin_5p0_m_s,5.0
heavy_cluster,lift_entry,transition_object,recoverable_degraded,primvar_lift_entry_transition_object_478ab00d370c__entry_recoverable_degraded,primvar_lift_entry_transition_object_478ab00d370c,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.03428571428571429,0.0,0.03428571428571429,0.22501268318819778,0.1644125461676921,3.339974788040981,0.0,w3_randomised_four;w3_randomised_single,inflight_recovery_edge,1;2;3;4,speed_bin_3p0_m_s,speed_bin_3p0_m_s,3.0
heavy_cluster,mild_turn_left,transition_object,boundary_near,primvar_mild_turn_left_transition_object_87607ffa8ae4__entry_boundary_near,primvar_mild_turn_left_transition_object_87607ffa8ae4,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.08952380952380953,0.0,0.08952380952380953,0.22758466271873606,0.12703710337783705,4.757097673162699,0.0,w3_randomised_four;w3_randomised_single,inflight_boundary_near,1;2;3;4,speed_bin_3p0_m_s,speed_bin_3p0_m_s,3.0
heavy_cluster,mild_turn_left,transition_object,inflight_stable,primvar_mild_turn_left_transition_object_8fe6f414880a__entry_inflight_stable,primvar_mild_turn_left_transition_object_8fe6f414880a,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.20642857142857143,0.0,0.20642857142857143,0.27171566909999567,0.20135178694878506,2.3268864847181794,0.0,w3_randomised_four;w3_randomised_single,inflight_lift_region;inflight_nominal,1;2;3;4,speed_bin_7p5_m_s,speed_bin_7p5_m_s,7.499999999999999
heavy_cluster,mild_turn_left,transition_object,launch_gate,primvar_mild_turn_left_transition_object_af2c53ed9701__entry_launch_gate,primvar_mild_turn_left_transition_object_af2c53ed9701,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.10095238095238096,0.0,0.10095238095238096,0.21058059153514458,0.12615223569758235,3.629502565994344,0.0,w3_randomised_four;w3_randomised_single,launch_gate,1;2;3;4,speed_bin_6p0_m_s,speed_bin_6p0_m_s,6.0
heavy_cluster,mild_turn_left,transition_object,recoverable_degraded,primvar_mild_turn_left_transition_object_f34c47aea22b__entry_recoverable_degraded,primvar_mild_turn_left_transition_object_f34c47aea22b,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.030952380952380953,0.0,0.030952380952380953,0.2246169416032915,0.1687884636519628,2.248551169884718,0.0,w3_randomised_four;w3_randomised_single,inflight_recovery_edge,1;2;3;4,speed_bin_4p5_m_s,speed_bin_4p5_m_s,4.5
heavy_cluster,mild_turn_right,transition_object,boundary_near,primvar_mild_turn_right_transition_object_d1bead4c5ba8__entry_boundary_near,primvar_mild_turn_right_transition_object_d1bead4c5ba8,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.08952380952380953,0.0,0.08952380952380953,0.22424133257989498,0.09360380198942608,5.770294617160557,0.0,w3_randomised_four;w3_randomised_single,inflight_boundary_near,1;2;3;4,speed_bin_4p5_m_s,speed_bin_4p5_m_s,4.5
heavy_cluster,mild_turn_right,transition_object,inflight_stable,primvar_mild_turn_right_transition_object_af07b65732c6__entry_inflight_stable,primvar_mild_turn_right_transition_object_af07b65732c6,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.20642857142857143,0.0,0.20642857142857143,0.27025467299606787,0.18647530138925006,2.999076478851665,0.0,w3_randomised_four;w3_randomised_single,inflight_lift_region;inflight_nominal,1;2;3;4,speed_bin_7p5_m_s,speed_bin_7p5_m_s,7.499999999999999
heavy_cluster,mild_turn_right,transition_object,launch_gate,primvar_mild_turn_right_transition_object_ce01d5102246__entry_launch_gate,primvar_mild_turn_right_transition_object_ce01d5102246,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.10095238095238096,0.0,0.10095238095238096,0.19032842280164797,0.05715327563538258,13.029812593754514,0.0,w3_randomised_four;w3_randomised_single,launch_gate,1;2;3;4,speed_bin_6p0_m_s,speed_bin_6p0_m_s,6.0
heavy_cluster,mild_turn_right,transition_object,recoverable_degraded,primvar_mild_turn_right_transition_object_251986d50f77__entry_recoverable_degraded,primvar_mild_turn_right_transition_object_251986d50f77,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.027619047619047623,0.0,0.027619047619047623,0.22372305983895857,0.16956911795582813,3.5774583696596274,0.0,w3_randomised_four;w3_randomised_single,inflight_recovery_edge,1;2;3;4,speed_bin_2p5_m_s,speed_bin_2p5_m_s,2.5
heavy_cluster,recovery,transition_object,boundary_near,primvar_recovery_transition_object_698e909b0e5d__entry_boundary_near,primvar_recovery_transition_object_698e909b0e5d,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.08619047619047619,0.0,0.08619047619047619,0.22940689098337833,0.1921673034537479,2.5299291733687856,0.0,w3_randomised_four;w3_randomised_single,inflight_boundary_near,1;2;3;4,speed_bin_4p0_m_s,speed_bin_4p0_m_s,4.0
heavy_cluster,recovery,transition_object,inflight_stable,primvar_recovery_transition_object_7ad65f9f5d08__entry_inflight_stable,primvar_recovery_transition_object_7ad65f9f5d08,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.20642857142857143,0.0,0.20642857142857143,0.2596901801906213,0.0808303733347845,8.18266619797537,0.0,w3_randomised_four;w3_randomised_single,inflight_lift_region;inflight_nominal,1;2;3;4,speed_bin_5p5_m_s,speed_bin_5p5_m_s,5.5
heavy_cluster,recovery,transition_object,launch_gate,primvar_recovery_transition_object_f48cd53c2b2e__entry_launch_gate,primvar_recovery_transition_object_f48cd53c2b2e,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.10095238095238096,0.0,0.10095238095238096,0.2127311398263601,0.12493044588295706,3.8111539835275203,0.0,w3_randomised_four;w3_randomised_single,launch_gate,1;2;3;4,speed_bin_5p5_m_s,speed_bin_5p5_m_s,5.5
heavy_cluster,recovery,transition_object,recoverable_degraded,primvar_recovery_transition_object_ae3c4ecd0b8e__entry_recoverable_degraded,primvar_recovery_transition_object_ae3c4ecd0b8e,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.03095238095238096,0.0,0.03095238095238096,0.22948610781184292,0.21837994577346942,1.7806303385859181,0.0,w3_randomised_four;w3_randomised_single,inflight_recovery_edge,1;2;3;4,speed_bin_4p0_m_s,speed_bin_4p0_m_s,4.0
heavy_cluster,safe_exit_or_recovery_handoff,transition_object,boundary_near,primvar_safe_exit_or_recovery_handoff_transition_object_a972af2eb71b__entry_boundary_near,primvar_safe_exit_or_recovery_handoff_transition_object_a972af2eb71b,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.08952380952380953,0.0,0.08952380952380953,0.22278442353546418,0.07945400712853787,7.485975397369439,0.0,w3_randomised_four;w3_randomised_single,inflight_boundary_near,1;2;3;4,speed_bin_4p0_m_s,speed_bin_4p0_m_s,4.0
