Variable,Value
V_operate (m/s),5.141061488811325
alpha (deg),10.000000099849268
phi (deg),65.00000064741765
r_target (m),1.256345602990154
n_load,2.3662016404903086
TOGW (kg),0.08277678496321403
L/D_turn,8.087660995770321
sink_rate (m/s),1.5041169593817347
w (m/s),1.41925860399273
climb_rate (m/s),-0.08485835538900477
static_margin,0.039999990520139174
V_ht,0.3999999900529829
V_vt,0.01999999000524018
Re_w,49463.23004659176
x_nose (m),-0.1015359301217917
x_tail (m),0.8056713410028052
b_w (m),0.8114614932330131
dihedral_w (deg),2.0537502231103564
c_root_w (m),0.14053889417502238
taper_w,1.0
S_w (m^2),0.11404190092458005
l_ht (m),0.8056713410028052
b_ht (m),0.1784068470692191
c_root_ht (m),0.04460171176730478
taper_ht,1.0
S_ht (m^2),0.007957250770294935
l_vt (m),0.8056713410028052
b_vt (m),0.0677824264146713
c_root_vt (m),0.03389121320733565
taper_vt,1.0
S_vt (m^2),0.0022972286653301648
hinge_point_a,0.75
hinge_point_r,0.75
hinge_point_e,0.75
delta_a (deg),-1.3219745049895599e-15
delta_r (deg),1.6082270956299972e-14
delta_e (deg),10.005806945622808
p_roll (rad/s),1.0550987526137625
p_roll (deg/s),60.45270549428633
p_roll_max (rad/s),13.61794718233036
t_roll (s),1.075220705441564
psi_0 (deg),-31.609497733078577
Cl_da (rad^-1),-0.4866281482559692
objective_total,1.0659013650719769
objective_climb,0.007249436628742574
objective_span,1.0576507667169035
objective_control,0.0010011617263307364
penalty,3.3335854068172993e-10
x_cg (m),0.03284266895196183
y_cg (m),-1.2722766336296403e-17
z_cg (m),0.0031827313109326154
I_xx (kg m^2),0.0019459249812765734
I_yy (kg m^2),0.001961788971508408
I_zz (kg m^2),0.003903935294542807
I_xy (kg m^2),1.3871524354096479e-21
I_xz (kg m^2),-4.48775121766283e-06
I_yz (kg m^2),3.399195133571679e-21
mass_wing_kg,0.032897644249128215
mass_htail_surfaces_kg,0.0006418656542902716
mass_vtail_surfaces_kg,0.0001408059179774253
mass_linkages_kg,0.001
mass_Receiver_kg,0.005
mass_battery_kg,0.013
mass_servo_kg,0.0088
mass_boom_kg,0.008164865440121372
mass_pod_kg,0.007
mass_ballast_kg,-9.99928206569716e-09
mass_glue_weight_kg,0.006131613700978818
wing root LE x (m),-0.0351347235437556
wing root LE y (m),0.0
wing root LE z (m),0.0
wing tip LE x (m),-0.0351347235437556
wing tip LE y (m),0.40547012441655683
wing tip LE z (m),0.014540184166981447
htail root LE x (m),0.7610696292355005
htail root LE y (m),0.0
htail root LE z (m),0.0
htail tip LE x (m),0.7610696292355005
