model_id,split,regime,sample_count,throw_count,dx_mae_m,dy_mae_m,altitude_loss_mae_m,sink_rate_mae_m_s,roll_mae_deg,pitch_mae_deg,yaw_mae_deg
baseline_active,train,attached,116,14,0.09695483429,0.008961405627,0.01141335049,0.2966548439,0.6565762732,2.273884092,0.1967092957
baseline_active,train,transition,532,20,0.08532344806,0.09980203982,0.07826325676,0.3881402473,3.507574749,4.804727325,0.9424508608
baseline_active,train,post_stall,2851,20,0.3498300345,0.5613607462,0.2734293472,0.4380016814,23.29767066,10.19946787,9.468024785
baseline_active,heldout,attached,65,8,0.01866203669,0.01110558288,0.01043726237,0.2470965464,0.5433015752,1.631614467,0.3059785683
baseline_active,heldout,transition,265,10,0.2094612717,0.2406973343,0.1836549853,0.4787660186,7.089628424,9.904043333,3.748940345
baseline_active,heldout,post_stall,1420,10,0.4226724755,0.7662403252,0.2769398659,0.4124858829,25.75306531,12.0346116,9.053939693
coefficient_candidate,train,attached,116,14,0.09694733529,0.008934184386,0.01138686345,0.2962546908,0.6582054486,2.27407667,0.1976862955
coefficient_candidate,train,transition,532,20,0.08490271035,0.08413828578,0.06918183116,0.3615360542,3.521818001,5.089853242,1.301715442
coefficient_candidate,train,post_stall,2851,20,0.3613610936,0.3685029113,0.2220773202,0.3633816592,26.1601301,11.65800212,17.21102814
coefficient_candidate,heldout,attached,65,8,0.01866184904,0.01110128108,0.01043313477,0.2470004542,0.5434814425,1.63170294,0.3062253039
coefficient_candidate,heldout,transition,265,10,0.2066449048,0.2265942559,0.1771283052,0.4578224029,7.05620208,10.19888097,3.051050453
coefficient_candidate,heldout,post_stall,1420,10,0.4349780912,0.5671322754,0.2179552581,0.3359501692,27.69368436,13.76650324,15.13770575
