model_id,split,regime,sample_count,throw_count,dx_mae_m,dy_mae_m,altitude_loss_mae_m,sink_rate_mae_m_s,roll_mae_deg,pitch_mae_deg,yaw_mae_deg
baseline_active,train,attached,116,14,0.09695483429,0.008961405627,0.01141335049,0.2966548439,0.6565762732,2.273884092,0.1967092957
baseline_active,train,transition,532,20,0.08532344806,0.09980203982,0.07826325676,0.3881402473,3.507574749,4.804727325,0.9424508608
baseline_active,train,post_stall,2851,20,0.3498300345,0.5613607462,0.2734293472,0.4380016814,23.29767066,10.19946787,9.468024785
baseline_active,heldout,attached,65,8,0.01866203669,0.01110558288,0.01043726237,0.2470965464,0.5433015752,1.631614467,0.3059785683
baseline_active,heldout,transition,265,10,0.2094612717,0.2406973343,0.1836549853,0.4787660186,7.089628424,9.904043333,3.748940345
baseline_active,heldout,post_stall,1420,10,0.4226724755,0.7662403252,0.2769398659,0.4124858829,25.75306531,12.0346116,9.053939693
coefficient_candidate,train,attached,116,14,0.09692273271,0.008989742213,0.0112258987,0.2934577051,0.6576056271,2.273489568,0.1971842238
coefficient_candidate,train,transition,532,20,0.07841327237,0.1048234974,0.06344627916,0.3262542726,3.751500288,4.348160153,1.027835317
coefficient_candidate,train,post_stall,2851,20,0.2946434774,0.6015208309,0.213534927,0.3352394463,24.28920239,10.29408586,9.262867209
coefficient_candidate,heldout,attached,65,8,0.01865876983,0.01111605421,0.01038938342,0.2458516952,0.5441823585,1.627926323,0.306459046
coefficient_candidate,heldout,transition,265,10,0.2032949138,0.2447615537,0.1719304401,0.4346580819,7.251189027,9.602314239,3.837642533
coefficient_candidate,heldout,post_stall,1420,10,0.3633966497,0.8051026309,0.2296304734,0.3336844535,26.75898361,10.81606543,8.626075249
