t_read_host_s,line_text
0.3619027,"HELLO_EVENT,Nano33IoT_Command_Path_V1,1000000,4007416279"
1.1294212,"RX_EVENT,0,0,4008179107,32768,32768,32768,32768"
1.1294212,"OK_EVENT,SET_NEUTRAL"
1.1294212,"COMMIT_EVENT,0,0,4008179107,4008182242,200257,1500,1500,1500,1500,1500,1500,1500,1500"
6.6497224,"RX_EVENT,0,0,4013641711,32768,32768,32768,32768"
6.6497224,"COMMIT_EVENT,0,0,4013641711,4013642242,200530,1500,1500,1500,1500,1500,1500,1500,1500"
6.692009,"RX_EVENT,1,0,4013720491,32768,32768,32768,32768"
6.692009,"COMMIT_EVENT,1,0,4013720491,4013722242,200534,1500,1500,1500,1500,1500,1500,1500,1500"
6.7225942,"RX_EVENT,2,0,4013760024,32768,32768,32768,32768"
6.7225942,"COMMIT_EVENT,2,0,4013760024,4013762242,200536,1500,1500,1500,1500,1500,1500,1500,1500"
6.7802085,"RX_EVENT,3,0,4013791248,32768,32768,32768,32768"
6.7802085,"COMMIT_EVENT,3,0,4013791248,4013802242,200538,1500,1500,1500,1500,1500,1500,1500,1500"
6.819233,"RX_EVENT,4,0,4013861282,32768,32768,32768,32768"
6.819233,"COMMIT_EVENT,4,0,4013861282,4013862242,200541,1500,1500,1500,1500,1500,1500,1500,1500"
6.8374222,"RX_EVENT,5,0,4013884952,32768,32768,32768,32768"
6.8558799,"COMMIT_EVENT,5,0,4013884952,4013902242,200543,1500,1500,1500,1500,1500,1500,1500,1500"
6.8558799,"RX_EVENT,6,0,4013904253,32768,32768,32768,32768"
6.8726492,"RX_EVENT,7,0,4013921523,32768,32768,32768,32768"
6.8726492,"COMMIT_EVENT,7,0,4013921523,4013922242,200544,1500,1500,1500,1500,1500,1500,1500,1500"
6.8928458,"RX_EVENT,8,0,4013938249,32768,32768,32768,32768"
6.8928458,"COMMIT_EVENT,8,0,4013938249,4013942242,200545,1500,1500,1500,1500,1500,1500,1500,1500"
6.9141206,"RX_EVENT,9,0,4013958316,32768,32768,32768,32768"
