episode_id,primitive_step_index,policy_id,context_id,W_layer,environment_mode,start_state_family,governor_mode,governor_config_id,governor_belief_weight,governor_maximum_hard_failure_risk,candidate_count,viable_count,decision_status,selected_compact_library_id,selected_primitive_variant_id,selected_primitive_id,selected_controller_id,selected_score,claim_status,paired_episode_index,replicate_id,common_random_key
v49_r003_no_memory_baseline_p00002_rep00,0,no_memory_baseline,v49_r003_no_memory_baseline_p00002_rep00_ctx00,W1,gaussian_single,launch_gate,continuation_mode,v410_cfg_002_b0.05_h0.72_tb0,0.05,0.72,29,4,selected_compact_representative,postw3lib_a6629043b6f6,primvar_glide_launch_capable_ae800d158abe,glide,lqrta_glide_3b5087a1988e,-0.2852490779281175,simulation_only_selector_decision,2,0,v410_run003_seed00713_r00_e00002
v49_r003_static_map_baseline_p00002_rep00,0,static_map_baseline,v49_r003_static_map_baseline_p00002_rep00_ctx00,W1,gaussian_single,launch_gate,continuation_mode,v410_cfg_002_b0.05_h0.72_tb0,0.05,0.72,29,4,selected_compact_representative,postw3lib_a6629043b6f6,primvar_glide_launch_capable_ae800d158abe,glide,lqrta_glide_3b5087a1988e,-0.28097101306332795,simulation_only_selector_decision,2,0,v410_run003_seed00713_r00_e00002
v49_r003_context_only_without_memory_p00002_rep00,0,context_only_without_memory,v49_r003_context_only_without_memory_p00002_rep00_ctx00,W1,gaussian_single,launch_gate,continuation_mode,v410_cfg_002_b0.05_h0.72_tb0,0.05,0.72,29,4,selected_compact_representative,postw3lib_a6629043b6f6,primvar_glide_launch_capable_ae800d158abe,glide,lqrta_glide_3b5087a1988e,-0.2852490779281175,simulation_only_selector_decision,2,0,v410_run003_seed00713_r00_e00002
v49_r003_context_plus_memory_lambda_0_5_p00002_rep00,0,context_plus_memory_lambda_0_5,v49_r003_context_plus_memory_lambda_0_5_p00002_rep00_ctx00,W1,gaussian_single,launch_gate,continuation_mode,v410_cfg_002_b0.05_h0.72_tb0,0.05,0.72,29,4,selected_compact_representative,postw3lib_a6629043b6f6,primvar_glide_launch_capable_ae800d158abe,glide,lqrta_glide_3b5087a1988e,-0.2830756275637891,simulation_only_selector_decision,2,0,v410_run003_seed00713_r00_e00002
v49_r003_context_plus_memory_lambda_0_8_p00002_rep00,0,context_plus_memory_lambda_0_8,v49_r003_context_plus_memory_lambda_0_8_p00002_rep00_ctx00,W1,gaussian_single,launch_gate,continuation_mode,v410_cfg_002_b0.05_h0.72_tb0,0.05,0.72,29,4,selected_compact_representative,postw3lib_a6629043b6f6,primvar_glide_launch_capable_ae800d158abe,glide,lqrta_glide_3b5087a1988e,-0.28385806969494737,simulation_only_selector_decision,2,0,v410_run003_seed00713_r00_e00002
v49_r003_context_plus_memory_lambda_0_95_p00002_rep00,0,context_plus_memory_lambda_0_95,v49_r003_context_plus_memory_lambda_0_95_p00002_rep00_ctx00,W1,gaussian_single,launch_gate,continuation_mode,v410_cfg_002_b0.05_h0.72_tb0,0.05,0.72,29,4,selected_compact_representative,postw3lib_a6629043b6f6,primvar_glide_launch_capable_ae800d158abe,glide,lqrta_glide_3b5087a1988e,-0.2848361223588951,simulation_only_selector_decision,2,0,v410_run003_seed00713_r00_e00002
v49_r003_no_memory_baseline_p00003_rep00,0,no_memory_baseline,v49_r003_no_memory_baseline_p00003_rep00_ctx00,W1,gaussian_four,launch_gate,continuation_mode,v410_cfg_002_b0.05_h0.72_tb0,0.05,0.72,58,0,blocked_no_viable_representative,,,,,-inf,simulation_only_selector_decision,3,0,v410_run003_seed00713_r00_e00003
v49_r003_static_map_baseline_p00003_rep00,0,static_map_baseline,v49_r003_static_map_baseline_p00003_rep00_ctx00,W1,gaussian_four,launch_gate,continuation_mode,v410_cfg_002_b0.05_h0.72_tb0,0.05,0.72,58,0,blocked_no_viable_representative,,,,,-inf,simulation_only_selector_decision,3,0,v410_run003_seed00713_r00_e00003
v49_r003_context_only_without_memory_p00003_rep00,0,context_only_without_memory,v49_r003_context_only_without_memory_p00003_rep00_ctx00,W1,gaussian_four,launch_gate,continuation_mode,v410_cfg_002_b0.05_h0.72_tb0,0.05,0.72,58,0,blocked_no_viable_representative,,,,,-inf,simulation_only_selector_decision,3,0,v410_run003_seed00713_r00_e00003
v49_r003_context_plus_memory_lambda_0_5_p00003_rep00,0,context_plus_memory_lambda_0_5,v49_r003_context_plus_memory_lambda_0_5_p00003_rep00_ctx00,W1,gaussian_four,launch_gate,continuation_mode,v410_cfg_002_b0.05_h0.72_tb0,0.05,0.72,58,0,blocked_no_viable_representative,,,,,-inf,simulation_only_selector_decision,3,0,v410_run003_seed00713_r00_e00003
v49_r003_context_plus_memory_lambda_0_8_p00003_rep00,0,context_plus_memory_lambda_0_8,v49_r003_context_plus_memory_lambda_0_8_p00003_rep00_ctx00,W1,gaussian_four,launch_gate,continuation_mode,v410_cfg_002_b0.05_h0.72_tb0,0.05,0.72,58,0,blocked_no_viable_representative,,,,,-inf,simulation_only_selector_decision,3,0,v410_run003_seed00713_r00_e00003
v49_r003_context_plus_memory_lambda_0_95_p00003_rep00,0,context_plus_memory_lambda_0_95,v49_r003_context_plus_memory_lambda_0_95_p00003_rep00_ctx00,W1,gaussian_four,launch_gate,continuation_mode,v410_cfg_002_b0.05_h0.72_tb0,0.05,0.72,58,0,blocked_no_viable_representative,,,,,-inf,simulation_only_selector_decision,3,0,v410_run003_seed00713_r00_e00003
v49_r003_no_memory_baseline_p00004_rep00,0,no_memory_baseline,v49_r003_no_memory_baseline_p00004_rep00_ctx00,W2,annular_gp_single,launch_gate,continuation_mode,v410_cfg_002_b0.05_h0.72_tb0,0.05,0.72,29,4,selected_compact_representative,postw3lib_a6629043b6f6,primvar_glide_launch_capable_ae800d158abe,glide,lqrta_glide_3b5087a1988e,-0.2851568764907532,simulation_only_selector_decision,4,0,v410_run003_seed00713_r00_e00004
v49_r003_static_map_baseline_p00004_rep00,0,static_map_baseline,v49_r003_static_map_baseline_p00004_rep00_ctx00,W2,annular_gp_single,launch_gate,continuation_mode,v410_cfg_002_b0.05_h0.72_tb0,0.05,0.72,29,4,selected_compact_representative,postw3lib_a6629043b6f6,primvar_glide_launch_capable_ae800d158abe,glide,lqrta_glide_3b5087a1988e,-0.2808788116259637,simulation_only_selector_decision,4,0,v410_run003_seed00713_r00_e00004
v49_r003_context_only_without_memory_p00004_rep00,0,context_only_without_memory,v49_r003_context_only_without_memory_p00004_rep00_ctx00,W2,annular_gp_single,launch_gate,continuation_mode,v410_cfg_002_b0.05_h0.72_tb0,0.05,0.72,29,4,selected_compact_representative,postw3lib_a6629043b6f6,primvar_glide_launch_capable_ae800d158abe,glide,lqrta_glide_3b5087a1988e,-0.2851568764907532,simulation_only_selector_decision,4,0,v410_run003_seed00713_r00_e00004
v49_r003_context_plus_memory_lambda_0_5_p00004_rep00,0,context_plus_memory_lambda_0_5,v49_r003_context_plus_memory_lambda_0_5_p00004_rep00_ctx00,W2,annular_gp_single,launch_gate,continuation_mode,v410_cfg_002_b0.05_h0.72_tb0,0.05,0.72,29,4,selected_compact_representative,postw3lib_a6629043b6f6,primvar_glide_launch_capable_ae800d158abe,glide,lqrta_glide_3b5087a1988e,-0.282355288983808,simulation_only_selector_decision,4,0,v410_run003_seed00713_r00_e00004
v49_r003_context_plus_memory_lambda_0_8_p00004_rep00,0,context_plus_memory_lambda_0_8,v49_r003_context_plus_memory_lambda_0_8_p00004_rep00_ctx00,W2,annular_gp_single,launch_gate,continuation_mode,v410_cfg_002_b0.05_h0.72_tb0,0.05,0.72,29,4,selected_compact_representative,postw3lib_a6629043b6f6,primvar_glide_launch_capable_ae800d158abe,glide,lqrta_glide_3b5087a1988e,-0.28339430710909413,simulation_only_selector_decision,4,0,v410_run003_seed00713_r00_e00004
v49_r003_context_plus_memory_lambda_0_95_p00004_rep00,0,context_plus_memory_lambda_0_95,v49_r003_context_plus_memory_lambda_0_95_p00004_rep00_ctx00,W2,annular_gp_single,launch_gate,continuation_mode,v410_cfg_002_b0.05_h0.72_tb0,0.05,0.72,29,4,selected_compact_representative,postw3lib_a6629043b6f6,primvar_glide_launch_capable_ae800d158abe,glide,lqrta_glide_3b5087a1988e,-0.28456997379316185,simulation_only_selector_decision,4,0,v410_run003_seed00713_r00_e00004
v49_r003_no_memory_baseline_p00005_rep00,0,no_memory_baseline,v49_r003_no_memory_baseline_p00005_rep00_ctx00,W2,annular_gp_four,launch_gate,continuation_mode,v410_cfg_002_b0.05_h0.72_tb0,0.05,0.72,58,0,blocked_no_viable_representative,,,,,-inf,simulation_only_selector_decision,5,0,v410_run003_seed00713_r00_e00005
v49_r003_static_map_baseline_p00005_rep00,0,static_map_baseline,v49_r003_static_map_baseline_p00005_rep00_ctx00,W2,annular_gp_four,launch_gate,continuation_mode,v410_cfg_002_b0.05_h0.72_tb0,0.05,0.72,58,0,blocked_no_viable_representative,,,,,-inf,simulation_only_selector_decision,5,0,v410_run003_seed00713_r00_e00005
v49_r003_context_only_without_memory_p00005_rep00,0,context_only_without_memory,v49_r003_context_only_without_memory_p00005_rep00_ctx00,W2,annular_gp_four,launch_gate,continuation_mode,v410_cfg_002_b0.05_h0.72_tb0,0.05,0.72,58,0,blocked_no_viable_representative,,,,,-inf,simulation_only_selector_decision,5,0,v410_run003_seed00713_r00_e00005
v49_r003_context_plus_memory_lambda_0_5_p00005_rep00,0,context_plus_memory_lambda_0_5,v49_r003_context_plus_memory_lambda_0_5_p00005_rep00_ctx00,W2,annular_gp_four,launch_gate,continuation_mode,v410_cfg_002_b0.05_h0.72_tb0,0.05,0.72,58,0,blocked_no_viable_representative,,,,,-inf,simulation_only_selector_decision,5,0,v410_run003_seed00713_r00_e00005
v49_r003_context_plus_memory_lambda_0_8_p00005_rep00,0,context_plus_memory_lambda_0_8,v49_r003_context_plus_memory_lambda_0_8_p00005_rep00_ctx00,W2,annular_gp_four,launch_gate,continuation_mode,v410_cfg_002_b0.05_h0.72_tb0,0.05,0.72,58,0,blocked_no_viable_representative,,,,,-inf,simulation_only_selector_decision,5,0,v410_run003_seed00713_r00_e00005
v49_r003_context_plus_memory_lambda_0_95_p00005_rep00,0,context_plus_memory_lambda_0_95,v49_r003_context_plus_memory_lambda_0_95_p00005_rep00_ctx00,W2,annular_gp_four,launch_gate,continuation_mode,v410_cfg_002_b0.05_h0.72_tb0,0.05,0.72,58,0,blocked_no_viable_representative,,,,,-inf,simulation_only_selector_decision,5,0,v410_run003_seed00713_r00_e00005
v49_r003_no_memory_baseline_p00006_rep00,0,no_memory_baseline,v49_r003_no_memory_baseline_p00006_rep00_ctx00,W3,w3_randomised_single,launch_gate,continuation_mode,v410_cfg_002_b0.05_h0.72_tb0,0.05,0.72,29,4,selected_compact_representative,postw3lib_a6629043b6f6,primvar_glide_launch_capable_ae800d158abe,glide,lqrta_glide_3b5087a1988e,-0.28590078151431947,simulation_only_selector_decision,6,0,v410_run003_seed00713_r00_e00006
v49_r003_static_map_baseline_p00006_rep00,0,static_map_baseline,v49_r003_static_map_baseline_p00006_rep00_ctx00,W3,w3_randomised_single,launch_gate,continuation_mode,v410_cfg_002_b0.05_h0.72_tb0,0.05,0.72,29,4,selected_compact_representative,postw3lib_a6629043b6f6,primvar_glide_launch_capable_ae800d158abe,glide,lqrta_glide_3b5087a1988e,-0.2816227166495299,simulation_only_selector_decision,6,0,v410_run003_seed00713_r00_e00006
v49_r003_context_only_without_memory_p00006_rep00,0,context_only_without_memory,v49_r003_context_only_without_memory_p00006_rep00_ctx00,W3,w3_randomised_single,launch_gate,continuation_mode,v410_cfg_002_b0.05_h0.72_tb0,0.05,0.72,29,4,selected_compact_representative,postw3lib_a6629043b6f6,primvar_glide_launch_capable_ae800d158abe,glide,lqrta_glide_3b5087a1988e,-0.28590078151431947,simulation_only_selector_decision,6,0,v410_run003_seed00713_r00_e00006
v49_r003_context_plus_memory_lambda_0_5_p00006_rep00,0,context_plus_memory_lambda_0_5,v49_r003_context_plus_memory_lambda_0_5_p00006_rep00_ctx00,W3,w3_randomised_single,launch_gate,continuation_mode,v410_cfg_002_b0.05_h0.72_tb0,0.05,0.72,29,4,selected_compact_representative,postw3lib_a6629043b6f6,primvar_glide_launch_capable_ae800d158abe,glide,lqrta_glide_3b5087a1988e,-0.28217242703129136,simulation_only_selector_decision,6,0,v410_run003_seed00713_r00_e00006
v49_r003_context_plus_memory_lambda_0_8_p00006_rep00,0,context_plus_memory_lambda_0_8,v49_r003_context_plus_memory_lambda_0_8_p00006_rep00_ctx00,W3,w3_randomised_single,launch_gate,continuation_mode,v410_cfg_002_b0.05_h0.72_tb0,0.05,0.72,29,4,selected_compact_representative,postw3lib_a6629043b6f6,primvar_glide_launch_capable_ae800d158abe,glide,lqrta_glide_3b5087a1988e,-0.283561236967183,simulation_only_selector_decision,6,0,v410_run003_seed00713_r00_e00006
v49_r003_context_plus_memory_lambda_0_95_p00006_rep00,0,context_plus_memory_lambda_0_95,v49_r003_context_plus_memory_lambda_0_95_p00006_rep00_ctx00,W3,w3_randomised_single,launch_gate,continuation_mode,v410_cfg_002_b0.05_h0.72_tb0,0.05,0.72,29,4,selected_compact_representative,postw3lib_a6629043b6f6,primvar_glide_launch_capable_ae800d158abe,glide,lqrta_glide_3b5087a1988e,-0.28506818715647986,simulation_only_selector_decision,6,0,v410_run003_seed00713_r00_e00006
v49_r003_no_memory_baseline_p00007_rep00,0,no_memory_baseline,v49_r003_no_memory_baseline_p00007_rep00_ctx00,W3,w3_randomised_four,launch_gate,continuation_mode,v410_cfg_002_b0.05_h0.72_tb0,0.05,0.72,29,4,selected_compact_representative,postw3lib_a6629043b6f6,primvar_glide_launch_capable_ae800d158abe,glide,lqrta_glide_3b5087a1988e,-0.2857885154586194,simulation_only_selector_decision,7,0,v410_run003_seed00713_r00_e00007
v49_r003_static_map_baseline_p00007_rep00,0,static_map_baseline,v49_r003_static_map_baseline_p00007_rep00_ctx00,W3,w3_randomised_four,launch_gate,continuation_mode,v410_cfg_002_b0.05_h0.72_tb0,0.05,0.72,29,4,selected_compact_representative,postw3lib_a6629043b6f6,primvar_glide_launch_capable_ae800d158abe,glide,lqrta_glide_3b5087a1988e,-0.28151045059382984,simulation_only_selector_decision,7,0,v410_run003_seed00713_r00_e00007
v49_r003_context_only_without_memory_p00007_rep00,0,context_only_without_memory,v49_r003_context_only_without_memory_p00007_rep00_ctx00,W3,w3_randomised_four,launch_gate,continuation_mode,v410_cfg_002_b0.05_h0.72_tb0,0.05,0.72,29,4,selected_compact_representative,postw3lib_a6629043b6f6,primvar_glide_launch_capable_ae800d158abe,glide,lqrta_glide_3b5087a1988e,-0.2857885154586194,simulation_only_selector_decision,7,0,v410_run003_seed00713_r00_e00007
v49_r003_context_plus_memory_lambda_0_5_p00007_rep00,0,context_plus_memory_lambda_0_5,v49_r003_context_plus_memory_lambda_0_5_p00007_rep00_ctx00,W3,w3_randomised_four,launch_gate,continuation_mode,v410_cfg_002_b0.05_h0.72_tb0,0.05,0.72,29,4,selected_compact_representative,postw3lib_a6629043b6f6,primvar_glide_launch_capable_ae800d158abe,glide,lqrta_glide_3b5087a1988e,-0.2839239409823408,simulation_only_selector_decision,7,0,v410_run003_seed00713_r00_e00007
v49_r003_context_plus_memory_lambda_0_8_p00007_rep00,0,context_plus_memory_lambda_0_8,v49_r003_context_plus_memory_lambda_0_8_p00007_rep00_ctx00,W3,w3_randomised_four,launch_gate,continuation_mode,v410_cfg_002_b0.05_h0.72_tb0,0.05,0.72,29,4,selected_compact_representative,postw3lib_a6629043b6f6,primvar_glide_launch_capable_ae800d158abe,glide,lqrta_glide_3b5087a1988e,-0.2839167209270044,simulation_only_selector_decision,7,0,v410_run003_seed00713_r00_e00007
v49_r003_context_plus_memory_lambda_0_95_p00007_rep00,0,context_plus_memory_lambda_0_95,v49_r003_context_plus_memory_lambda_0_95_p00007_rep00_ctx00,W3,w3_randomised_four,launch_gate,continuation_mode,v410_cfg_002_b0.05_h0.72_tb0,0.05,0.72,29,4,selected_compact_representative,postw3lib_a6629043b6f6,primvar_glide_launch_capable_ae800d158abe,glide,lqrta_glide_3b5087a1988e,-0.2849975110951953,simulation_only_selector_decision,7,0,v410_run003_seed00713_r00_e00007
v49_r003_no_memory_baseline_p00008_rep00,0,no_memory_baseline,v49_r003_no_memory_baseline_p00008_rep00_ctx00,W0,dry_air,launch_gate,continuation_mode,v410_cfg_002_b0.05_h0.72_tb0,0.05,0.72,29,4,selected_compact_representative,postw3lib_a6629043b6f6,primvar_glide_launch_capable_ae800d158abe,glide,lqrta_glide_3b5087a1988e,-0.2854127322963758,simulation_only_selector_decision,8,0,v410_run003_seed00713_r00_e00008
v49_r003_no_memory_baseline_p00008_rep00,1,no_memory_baseline,v49_r003_no_memory_baseline_p00008_rep00_ctx01,W0,dry_air,inflight_nominal,continuation_mode,v410_cfg_002_b0.05_h0.72_tb0,0.05,0.72,29,24,selected_compact_representative,postw3lib_baa2027f6148,primvar_mild_turn_left_inflight_only_786713af2277,mild_turn_left,lqrta_mild_turn_left_37cc4cff5c73,-0.2559711609505884,simulation_only_selector_decision,8,0,v410_run003_seed00713_r00_e00008
v49_r003_static_map_baseline_p00008_rep00,0,static_map_baseline,v49_r003_static_map_baseline_p00008_rep00_ctx00,W0,dry_air,launch_gate,continuation_mode,v410_cfg_002_b0.05_h0.72_tb0,0.05,0.72,29,4,selected_compact_representative,postw3lib_a6629043b6f6,primvar_glide_launch_capable_ae800d158abe,glide,lqrta_glide_3b5087a1988e,-0.28113466743158627,simulation_only_selector_decision,8,0,v410_run003_seed00713_r00_e00008
v49_r003_static_map_baseline_p00008_rep00,1,static_map_baseline,v49_r003_static_map_baseline_p00008_rep00_ctx01,W0,dry_air,inflight_nominal,continuation_mode,v410_cfg_002_b0.05_h0.72_tb0,0.05,0.72,29,24,selected_compact_representative,postw3lib_baa2027f6148,primvar_mild_turn_left_inflight_only_786713af2277,mild_turn_left,lqrta_mild_turn_left_37cc4cff5c73,-0.21113441445421632,simulation_only_selector_decision,8,0,v410_run003_seed00713_r00_e00008
v49_r003_context_only_without_memory_p00008_rep00,0,context_only_without_memory,v49_r003_context_only_without_memory_p00008_rep00_ctx00,W0,dry_air,launch_gate,continuation_mode,v410_cfg_002_b0.05_h0.72_tb0,0.05,0.72,29,4,selected_compact_representative,postw3lib_a6629043b6f6,primvar_glide_launch_capable_ae800d158abe,glide,lqrta_glide_3b5087a1988e,-0.2854127322963758,simulation_only_selector_decision,8,0,v410_run003_seed00713_r00_e00008
v49_r003_context_only_without_memory_p00008_rep00,1,context_only_without_memory,v49_r003_context_only_without_memory_p00008_rep00_ctx01,W0,dry_air,inflight_nominal,continuation_mode,v410_cfg_002_b0.05_h0.72_tb0,0.05,0.72,29,24,selected_compact_representative,postw3lib_baa2027f6148,primvar_mild_turn_left_inflight_only_786713af2277,mild_turn_left,lqrta_mild_turn_left_37cc4cff5c73,-0.2559711609505884,simulation_only_selector_decision,8,0,v410_run003_seed00713_r00_e00008
v49_r003_context_plus_memory_lambda_0_5_p00008_rep00,0,context_plus_memory_lambda_0_5,v49_r003_context_plus_memory_lambda_0_5_p00008_rep00_ctx00,W0,dry_air,launch_gate,continuation_mode,v410_cfg_002_b0.05_h0.72_tb0,0.05,0.72,29,4,selected_compact_representative,postw3lib_a6629043b6f6,primvar_glide_launch_capable_ae800d158abe,glide,lqrta_glide_3b5087a1988e,-0.28133902523183135,simulation_only_selector_decision,8,0,v410_run003_seed00713_r00_e00008
v49_r003_context_plus_memory_lambda_0_5_p00008_rep00,1,context_plus_memory_lambda_0_5,v49_r003_context_plus_memory_lambda_0_5_p00008_rep00_ctx01,W0,dry_air,inflight_nominal,continuation_mode,v410_cfg_002_b0.05_h0.72_tb0,0.05,0.72,29,24,selected_compact_representative,postw3lib_baa2027f6148,primvar_mild_turn_left_inflight_only_786713af2277,mild_turn_left,lqrta_mild_turn_left_37cc4cff5c73,-0.2559711609505884,simulation_only_selector_decision,8,0,v410_run003_seed00713_r00_e00008
v49_r003_context_plus_memory_lambda_0_8_p00008_rep00,0,context_plus_memory_lambda_0_8,v49_r003_context_plus_memory_lambda_0_8_p00008_rep00_ctx00,W0,dry_air,launch_gate,continuation_mode,v410_cfg_002_b0.05_h0.72_tb0,0.05,0.72,29,4,selected_compact_representative,postw3lib_a6629043b6f6,primvar_glide_launch_capable_ae800d158abe,glide,lqrta_glide_3b5087a1988e,-0.2826587287405217,simulation_only_selector_decision,8,0,v410_run003_seed00713_r00_e00008
v49_r003_context_plus_memory_lambda_0_8_p00008_rep00,1,context_plus_memory_lambda_0_8,v49_r003_context_plus_memory_lambda_0_8_p00008_rep00_ctx01,W0,dry_air,inflight_nominal,continuation_mode,v410_cfg_002_b0.05_h0.72_tb0,0.05,0.72,29,24,selected_compact_representative,postw3lib_baa2027f6148,primvar_mild_turn_left_inflight_only_786713af2277,mild_turn_left,lqrta_mild_turn_left_37cc4cff5c73,-0.2559711609505884,simulation_only_selector_decision,8,0,v410_run003_seed00713_r00_e00008
v49_r003_context_plus_memory_lambda_0_95_p00008_rep00,0,context_plus_memory_lambda_0_95,v49_r003_context_plus_memory_lambda_0_95_p00008_rep00_ctx00,W0,dry_air,launch_gate,continuation_mode,v410_cfg_002_b0.05_h0.72_tb0,0.05,0.72,29,4,selected_compact_representative,postw3lib_a6629043b6f6,primvar_glide_launch_capable_ae800d158abe,glide,lqrta_glide_3b5087a1988e,-0.2843471361684824,simulation_only_selector_decision,8,0,v410_run003_seed00713_r00_e00008
v49_r003_context_plus_memory_lambda_0_95_p00008_rep00,1,context_plus_memory_lambda_0_95,v49_r003_context_plus_memory_lambda_0_95_p00008_rep00_ctx01,W0,dry_air,inflight_nominal,continuation_mode,v410_cfg_002_b0.05_h0.72_tb0,0.05,0.72,29,24,selected_compact_representative,postw3lib_baa2027f6148,primvar_mild_turn_left_inflight_only_786713af2277,mild_turn_left,lqrta_mild_turn_left_37cc4cff5c73,-0.2559711609505884,simulation_only_selector_decision,8,0,v410_run003_seed00713_r00_e00008
v49_r003_no_memory_baseline_p00009_rep00,0,no_memory_baseline,v49_r003_no_memory_baseline_p00009_rep00_ctx00,W1,gaussian_single,launch_gate,continuation_mode,v410_cfg_002_b0.05_h0.72_tb0,0.05,0.72,58,0,blocked_no_viable_representative,,,,,-inf,simulation_only_selector_decision,9,0,v410_run003_seed00713_r00_e00009
