model_id,split,regime,sample_count,throw_count,dx_mae_m,dy_mae_m,altitude_loss_mae_m,sink_rate_mae_m_s,roll_mae_deg,pitch_mae_deg,yaw_mae_deg
baseline_active,train,attached,116,14,0.09695483429,0.008961405627,0.01141335049,0.2966548439,0.6565762732,2.273884092,0.1967092957
baseline_active,train,transition,532,20,0.08532344806,0.09980203982,0.07826325676,0.3881402473,3.507574749,4.804727325,0.9424508608
baseline_active,train,post_stall,2851,20,0.3498300345,0.5613607462,0.2734293472,0.4380016814,23.29767066,10.19946787,9.468024785
baseline_active,heldout,attached,65,8,0.01866203669,0.01110558288,0.01043726237,0.2470965464,0.5433015752,1.631614467,0.3059785683
baseline_active,heldout,transition,265,10,0.2094612717,0.2406973343,0.1836549853,0.4787660186,7.089628424,9.904043333,3.748940345
baseline_active,heldout,post_stall,1420,10,0.4226724755,0.7662403252,0.2769398659,0.4124858829,25.75306531,12.0346116,9.053939693
coefficient_candidate,train,attached,116,14,0.09689606197,0.009014213486,0.01106399876,0.2906085873,0.6587026252,2.272690423,0.1975516152
coefficient_candidate,train,transition,532,20,0.06906422493,0.111321407,0.05023067417,0.272562384,4.107893553,3.487154997,1.255271472
coefficient_candidate,train,post_stall,2851,20,0.1936379542,0.642911237,0.1707430133,0.2523680385,25.90879743,11.9184922,8.873866319
coefficient_candidate,heldout,attached,65,8,0.01865572854,0.01112553413,0.01034604807,0.244702437,0.5449891136,1.62458467,0.306884316
coefficient_candidate,heldout,transition,265,10,0.1955970235,0.249542547,0.1608492768,0.3943536176,7.608522389,8.814741921,3.856382667
coefficient_candidate,heldout,post_stall,1420,10,0.2877789977,0.8329921958,0.1931166084,0.2671717315,27.41503154,11.75937176,7.943000814
