session_label,case_id,case_name,attempt_id,cancellation_reason,launch_gate_reason,trigger_source,speed_m_s,x_w_m,y_w_m,z_w_m,phi_deg,theta_deg,psi_deg,p_rad_s,q_rad_s,r_rad_s
20260602_231554,C0_neutral,Dry-air open-loop neutral glide characterisation,i019,rejected_launch_attempt:pitch_rate_outside_launch_gate,pitch_rate_outside_launch_gate,crossed_plane_rejected,5.956509268,1.3,2.154197484,1.619389899,2.344585504,12.06348354,-11.20363507,-0.4745066563,1.63556226,-0.08002054509
20260602_231554,C0_neutral,Dry-air open-loop neutral glide characterisation,i020,rejected_launch_attempt:pitch_outside_launch_gate,pitch_outside_launch_gate,crossed_plane_rejected,5.888939576,1.3,2.066650116,1.442829027,1.505306638,-10.39397474,-11.01628731,-0.2769238389,-0.05006408884,-0.4934633684
20260602_231554,C0_neutral,Dry-air open-loop neutral glide characterisation,i021,rejected_launch_attempt:pitch_rate_outside_launch_gate,pitch_rate_outside_launch_gate,crossed_plane_rejected,5.816348137,1.3,2.083711159,1.592795815,1.331535378,12.3743623,-4.306265241,-0.180103927,1.837658473,0.3082750613
20260603_134313,C0_neutral,Dry-air open-loop neutral glide characterisation,i001,rejected_launch_attempt:y_w_outside_launch_gate,y_w_outside_launch_gate,crossed_plane_rejected,5.160963824,1.3,2.204129207,1.442377206,1.117812987,-6.820816801,-6.805211478,0.0296649683,0.2152880244,0.06361671521
20260603_134313,C0_neutral,Dry-air open-loop neutral glide characterisation,i002,rejected_launch_attempt:y_w_outside_launch_gate,y_w_outside_launch_gate,crossed_plane_rejected,4.361166438,1.3,2.232350069,1.424449683,0.9275389844,-3.786672158,-9.444639696,-0.2443561997,0.1160320571,-0.1830065273
20260603_134313,C0_neutral,Dry-air open-loop neutral glide characterisation,i003,rejected_launch_attempt:pitch_rate_outside_launch_gate,pitch_rate_outside_launch_gate,crossed_plane_rejected,5.10804958,1.3,2.11826185,1.501510215,2.159744728,2.294041764,-10.0938717,0.4057455579,2.225375395,0.4899733483
20260603_134313,C0_neutral,Dry-air open-loop neutral glide characterisation,i004,rejected_launch_attempt:pitch_outside_launch_gate,pitch_outside_launch_gate,crossed_plane_rejected,3.848516895,1.3,2.137911691,1.40072163,6.799339775,-11.60671719,-13.34710689,0.4260672056,0.2035072835,-0.3877026463
20260603_134313,C0_neutral,Dry-air open-loop neutral glide characterisation,i005,rejected_launch_attempt:pitch_outside_launch_gate,pitch_outside_launch_gate,crossed_plane_rejected,5.49679486,1.3,2.078032978,1.454971709,3.015462384,-11.48859648,-12.82532495,-0.3205595247,-0.8613566077,-0.8303409071
20260603_134313,C0_neutral,Dry-air open-loop neutral glide characterisation,i006,rejected_launch_attempt:pitch_outside_launch_gate,pitch_outside_launch_gate,crossed_plane_rejected,5.40072159,1.3,2.076914371,1.465673697,1.745087502,-13.44035105,-12.10512089,-0.2439296989,-0.9025714878,-0.1759562114
20260603_134313,C0_neutral,Dry-air open-loop neutral glide characterisation,i007,rejected_launch_attempt:pitch_outside_launch_gate,pitch_outside_launch_gate,crossed_plane_rejected,5.209144549,1.3,2.075283628,1.428180988,3.510656019,-15.67380465,-12.97992781,-0.0347135318,-0.5226969384,0.07547096392
20260603_134313,C0_neutral,Dry-air open-loop neutral glide characterisation,i008,rejected_launch_attempt:pitch_rate_outside_launch_gate,pitch_rate_outside_launch_gate,crossed_plane_rejected,4.935569502,1.3,2.107297169,1.620260615,5.061172855,13.08062168,-11.5185047,0.2335701409,1.350635147,-0.1830470243
20260603_134313,C0_neutral,Dry-air open-loop neutral glide characterisation,i009,rejected_launch_attempt:pitch_outside_launch_gate,pitch_outside_launch_gate,crossed_plane_rejected,5.092522388,1.3,2.0843244,1.44414459,7.498949374,-12.5289966,-6.694453638,-0.5119051281,-0.9008139871,-0.8697970811
20260603_134313,C0_neutral,Dry-air open-loop neutral glide characterisation,i010,rejected_launch_attempt:pitch_outside_launch_gate,pitch_outside_launch_gate,crossed_plane_rejected,4.532511203,1.3,2.102317309,1.468716562,1.225186253,-11.69325516,-10.25564196,-0.2173439772,-0.7005645078,0.1005963248
20260603_134313,C0_neutral,Dry-air open-loop neutral glide characterisation,i011,rejected_launch_attempt:pitch_rate_outside_launch_gate,pitch_rate_outside_launch_gate,crossed_plane_rejected,4.571783883,1.3,2.055630117,1.540375267,5.380148968,7.637941076,-5.469125019,-0.1589764855,1.311957627,0.1845057949
20260603_134313,C0_neutral,Dry-air open-loop neutral glide characterisation,i012,rejected_launch_attempt:pitch_rate_outside_launch_gate,pitch_rate_outside_launch_gate,crossed_plane_rejected,4.832355792,1.3,2.062666436,1.514484419,6.741152387,4.927270414,-10.77615047,0.3393510371,1.43432061,-0.05392713065
20260603_134313,C0_neutral,Dry-air open-loop neutral glide characterisation,i013,rejected_launch_attempt:pitch_rate_outside_launch_gate,pitch_rate_outside_launch_gate,crossed_plane_rejected,5.383288401,1.3,2.034211572,1.510804562,4.953073442,5.825176412,-6.846243259,0.03838507151,1.39168585,-0.2962325508
20260603_134313,C0_neutral,Dry-air open-loop neutral glide characterisation,i014,rejected_launch_attempt:pitch_outside_launch_gate,pitch_outside_launch_gate,crossed_plane_rejected,6.94257745,1.3,2.029016613,1.321409215,9.826499871,-10.22926674,-8.428857019,-0.6794009069,0.4916377211,-0.4047674392
20260603_134313,C0_neutral,Dry-air open-loop neutral glide characterisation,i015,rejected_launch_attempt:pitch_rate_outside_launch_gate,pitch_rate_outside_launch_gate,crossed_plane_rejected,5.892114771,1.3,2.024908853,1.424335762,2.402989229,-3.320138281,-12.31495871,-0.3633137173,1.496586823,-0.3003766511
20260603_134313,C0_neutral,Dry-air open-loop neutral glide characterisation,i016,rejected_launch_attempt:pitch_outside_launch_gate,pitch_outside_launch_gate,crossed_plane_rejected,5.744239707,1.3,2.040739684,1.385577257,3.79152142,-12.986329,-13.9924194,-0.4297841503,-0.2552204,-0.839460797
20260603_134313,C0_neutral,Dry-air open-loop neutral glide characterisation,i017,rejected_launch_attempt:pitch_outside_launch_gate,pitch_outside_launch_gate,crossed_plane_rejected,5.264226865,1.3,2.143386575,1.391029014,6.470866245,-21.97762591,-14.52163067,-0.4261823729,-1.841994726,-0.6235793792
20260603_143411,C0_neutral,Dry-air open-loop neutral glide characterisation,i001,rejected_launch_attempt:pitch_outside_launch_gate,pitch_outside_launch_gate,crossed_plane_rejected,3.019890342,1.3,2.100229075,1.360761083,4.157375923,-12.67305837,-6.608060509,-0.09816466743,0.08819911481,-0.05945239786
20260603_143411,C0_neutral,Dry-air open-loop neutral glide characterisation,i002,rejected_launch_attempt:pitch_rate_outside_launch_gate,pitch_rate_outside_launch_gate,crossed_plane_rejected,5.186797199,1.3,2.055251823,1.440770666,3.62185991,6.682605758,-2.742342239,-0.4754024604,1.460653703,0.7299630156
20260603_144119,C0_neutral,Dry-air open-loop neutral glide characterisation,i001,rejected_launch_attempt:pitch_outside_launch_gate,pitch_outside_launch_gate,crossed_plane_rejected,5.387175595,1.3,2.139437048,1.425009767,4.616565897,-10.38497046,-14.75231841,-0.2313833544,-0.1793500003,-0.7233495516
