model_id,split,regime,sample_count,throw_count,dx_mae_m,dy_mae_m,altitude_loss_mae_m,sink_rate_mae_m_s,roll_mae_deg,pitch_mae_deg,yaw_mae_deg
baseline_active,train,attached,116,14,0.09695483429,0.008961405627,0.01141335049,0.2966548439,0.6565762732,2.273884092,0.1967092957
baseline_active,train,transition,532,20,0.08532344806,0.09980203982,0.07826325676,0.3881402473,3.507574749,4.804727325,0.9424508608
baseline_active,train,post_stall,2851,20,0.3498300345,0.5613607462,0.2734293472,0.4380016814,23.29767066,10.19946787,9.468024785
baseline_active,heldout,attached,65,8,0.01866203669,0.01110558288,0.01043726237,0.2470965464,0.5433015752,1.631614467,0.3059785683
baseline_active,heldout,transition,265,10,0.2094612717,0.2406973343,0.1836549853,0.4787660186,7.089628424,9.904043333,3.748940345
baseline_active,heldout,post_stall,1420,10,0.4226724755,0.7662403252,0.2769398659,0.4124858829,25.75306531,12.0346116,9.053939693
coefficient_candidate,train,attached,116,14,0.09692616858,0.008840227788,0.01127853452,0.2944568122,0.659099877,2.178745519,0.1938397679
coefficient_candidate,train,transition,532,20,0.07955047654,0.08082666713,0.06345326458,0.3393455743,3.644910301,3.711980967,1.658703406
coefficient_candidate,train,post_stall,2851,20,0.2455410932,0.3557422725,0.2018248567,0.3290400861,27.79807694,9.481793202,17.68933446
coefficient_candidate,heldout,attached,65,8,0.01864968475,0.01107450397,0.01040476846,0.2463381382,0.5460651513,1.419326418,0.2824255478
coefficient_candidate,heldout,transition,265,10,0.1073822434,0.220845766,0.06886977063,0.3050845071,10.31301716,3.985163506,2.900714637
coefficient_candidate,heldout,post_stall,1420,10,0.2464998013,0.5298582019,0.1364096906,0.2290448778,30.65834389,9.566000247,15.89726657
