Variable,Value
V_cruise,8.875781956927522
alpha_deg,1.1633639105420617
TOGW (kg),0.047433076508808396
L/D_cruise,8.854339483180857
sink_rate (m/s),1.002421669412146
static_margin,0.03999998998812683
V_ht,0.7000000099966586
V_vt,0.04000000999892451
x_nose (m),-0.040587307937973244
x_tail (m),0.42245798956240954
b_w (m),0.6336868259389461
dihedral_w (deg),4.315764559733378
c_root_w (m),0.07242136824571661
taper_w,1.0000000099227173
AR_ht (m),5.0
taper_ht,0.7
l_ht (m),0.42245798956240954
S_ht (m^2),0.0055070960641767286
b_ht (m),0.16593818222724885
AR_vt (m),2.0
taper_vt,0.6
l_vt (m),0.42245798956240954
S_vt (m^2),0.0027535480320883643
b_vt (m),0.07420981110457517
objective_total,1.1655912039160876
obj_sink,0.7016951685885021
obj_mass,0.09486615301761679
obj_inertia,0.16624345180118233
obj_wingload,0.2027864305087863
penalty,6.655740723864841e-10
x_cg_m,0.01887300238230767
y_cg_m,0.0
z_cg_m,0.001349051021205295
I_xx,8.312172590059117e-07
I_yy,0.00030990651005372564
I_zz,0.0003090752927947198
I_xy,0.0
I_xz,-2.6325556331437435e-06
I_yz,0.0
mass_wing_kg,0.004429513950269884
mass_htail_surfaces_kg,0.00033397468640492754
mass_vtail_surfaces_kg,0.00018862897096658026
mass_linkages_kg,0.001
mass_Receiver_kg,0.005
mass_battery_kg,0.013
mass_servo_kg,0.0088
mass_boom_kg,0.004167407677503445
mass_pod_kg,0.007
mass_ballast_kg,-9.999211140532423e-09
mass_glue_weight_kg,0.0035135612228746962
wing root LE x (m),-0.01810534206142915
wing root LE y (m),0.0
wing root LE z (m),0.0
wing tip LE x (m),-0.018105342780045913
wing tip LE y (m),0.31594499265898746
wing tip LE z (m),0.023843446811575145
htail root LE x (m),0.38341371139129216
htail root LE y (m),0.0
htail root LE z (m),0.0
htail tip LE x (m),0.39512699484262737
htail tip LE y (m),0.08296909111362442
htail tip LE z (m),0.0
vtail root LE x (m),0.37607685762205006
vtail root LE y (m),0.0
vtail root LE z (m),0.0
vtail tip LE x (m),0.3946293103981939
vtail tip LE y (m),0.0
vtail tip LE z (m),0.07420981110457517
aero_F_g[0],0.04309433315525196
aero_F_g[1],-2.8827071966140393e-17
aero_F_g[2],0.46628953685700625
aero_M_g[0],8.596402335594533e-19
aero_M_g[1],1.2596701297069163e-15
aero_M_g[2],-1.105916863601336e-17
aero_F_b,-0.04309433315525196
aero_F_w,-0.05255258977138445
aero_M_b,-8.596402335594533e-19
aero_M_w,-6.349272367244182e-19
aero_L,0.4653184705561749
aero_Y,-2.8827071966140393e-17
aero_D,0.05255258977138445
aero_l_b,-8.596402335594533e-19
aero_m_b,1.2596701297069163e-15
aero_n_b,1.105916863601336e-17
aero_CL,0.21013086215319213
aero_CY,-1.3017874571703506e-17
aero_CD,0.023731963581512073
aero_Cl,-6.126065070134528e-19
aero_Cm,7.854700930411437e-15
aero_Cn,7.881109333992471e-18
wing_components_comp1_L (N),0.4529354078151675
wing_components_comp1_D (N),0.03703664935270446
wing_components_comp1_Y (N),0.0
wing_components_comp1_l_b,-0.0
wing_components_comp1_m_b,0.004588258456027451
wing_components_comp1_n_b,-0.0
wing_components_comp1_span_eff (m),0.6318925328194258
wing_components_comp1_oswald,0.7824293791353186
wing_components_comp2_L (N),0.012306448059621552
wing_components_comp2_D (N),0.0062114547727746645
wing_components_comp2_Y (N),0.0
wing_components_comp2_l_b,-0.0
wing_components_comp2_m_b,-0.004648408011000814
wing_components_comp2_n_b,-0.0
wing_components_comp2_span_eff (m),0.16593818222724885
wing_components_comp2_oswald,0.8163332612600821
wing_components_comp3_L (N),-6.776263578034403e-21
wing_components_comp3_D (N),0.0028830839687216453
wing_components_comp3_Y (N),-2.8827071966140393e-17
wing_components_comp3_l_b,-8.596402335594533e-19
wing_components_comp3_m_b,7.658332746259634e-05
wing_components_comp3_n_b,1.105916863601336e-17
wing_components_comp3_span_eff (m),0.07420981110457517
wing_components_comp3_oswald,0.8290814326486594
fuselage_components_comp1_L (N),7.661468138588925e-05
fuselage_components_comp1_D (N),0.0018494664163750663
fuselage_components_comp1_Y (N),0.0
fuselage_components_comp1_l_b,-0.0
fuselage_components_comp1_m_b,-1.6433772487973606e-05
fuselage_components_comp1_n_b,-0.0
fuselage_components_comp1_span_eff (m),0.004055451774444796
fuselage_components_comp1_oswald,0.95
aero_D_profile,0.047980654510575836
aero_D_induced,0.004571935260808612
aero_CLa,4.99211986761083
aero_CDa,0.18590466018599458
aero_CYa,1.6922930871224462e-21
aero_Cla,-2.430276623023264e-19
aero_Cma,-0.19968474472396225
aero_Cna,-5.963506092700483e-21
aero_x_np,0.02176985640143511
aero_CLb,2.4069006579709237e-06
aero_CDb,6.95040452215527e-07
aero_CYb,-0.10404541231684791
aero_Clb,-0.09029014338549203
aero_Cmb,-2.5988344276961934e-06
aero_Cnb,0.04371393658442172
aero_x_np_lateral,0.28511199463235803
aero_CLp,0.007943899757972826
aero_CDp,-0.0009980560953908035
aero_CYp,-0.18763869199378724
aero_Clp,-0.792619332468215
aero_Cmp,0.0006348546144098311
aero_Cnp,-0.03666083980730109
aero_CLq,0.34650119488502384
aero_CDq,0.036285878435453334
aero_CYq,1.4471363275128888e-17
aero_Clq,-1.6287457867864268e-18
aero_Cmq,-16.272402196402084
aero_Cnq,-8.856697712711401e-18
aero_CLr,3.47831701774659e-05
aero_CDr,-6.054005536812457e-05
aero_CYr,0.10783686235895072
aero_Clr,0.05184752760949874
aero_Cmr,-4.647531248039547e-05
aero_Cnr,-0.06227344137918898
