model_id,split,regime,sample_count,throw_count,dx_mae_m,dy_mae_m,altitude_loss_mae_m,sink_rate_mae_m_s,roll_mae_deg,pitch_mae_deg,yaw_mae_deg
baseline_active,train,attached,116,14,0.09695483429,0.008961405627,0.01141335049,0.2966548439,0.6565762732,2.273884092,0.1967092957
baseline_active,train,transition,532,20,0.08532344806,0.09980203982,0.07826325676,0.3881402473,3.507574749,4.804727325,0.9424508608
baseline_active,train,post_stall,2851,20,0.3498300345,0.5613607462,0.2734293472,0.4380016814,23.29767066,10.19946787,9.468024785
baseline_active,heldout,attached,65,8,0.01866203669,0.01110558288,0.01043726237,0.2470965464,0.5433015752,1.631614467,0.3059785683
baseline_active,heldout,transition,265,10,0.2094612717,0.2406973343,0.1836549853,0.4787660186,7.089628424,9.904043333,3.748940345
baseline_active,heldout,post_stall,1420,10,0.4226724755,0.7662403252,0.2769398659,0.4124858829,25.75306531,12.0346116,9.053939693
coefficient_candidate,train,attached,116,14,0.09692980874,0.00884840257,0.01129823727,0.294704143,0.6620594088,2.27367351,0.1997512734
coefficient_candidate,train,transition,532,20,0.08306558696,0.08038947973,0.06553401505,0.3447836277,3.579425836,4.806872087,1.486820211
coefficient_candidate,train,post_stall,2851,20,0.3315872624,0.3496764015,0.2117199299,0.3446840464,26.73637734,11.42436448,17.38027614
coefficient_candidate,heldout,attached,65,8,0.0186590764,0.01107356919,0.01040585426,0.2462922198,0.5441885258,1.629923642,0.3077751006
coefficient_candidate,heldout,transition,265,10,0.2047031533,0.2235230873,0.1744039883,0.4461505196,7.10136156,10.00764392,3.021079839
coefficient_candidate,heldout,post_stall,1420,10,0.4068550126,0.5403888927,0.2086597585,0.3202865137,28.28533795,13.58150015,15.26613513
