model_id,split,residual_metric,launch_variable,sample_count,pearson_r,abs_pearson_r,slope,intercept,residual_mean,launch_variable_mean
coefficient_candidate,train,dy,p0_rad_s,63,-0.503859594,0.503859594,-1.347267466,-0.06513975618,-0.5133811678,0.3327041015
coefficient_candidate,train,dy,r0_rad_s,63,-0.1042932989,0.1042932989,-0.3711007947,-0.5841668058,-0.5133811678,-0.1907450454
coefficient_candidate,train,dy,phi0_deg,63,-0.7033167355,0.7033167355,-0.1288398974,0.8670025171,-0.5133811678,10.71394586
coefficient_candidate,train,dy,psi0_deg,63,-0.6743936243,0.6743936243,-0.1274323752,-1.09472529,-0.5133811678,-4.561981377
coefficient_candidate,train,roll,v0_m_s,63,-0.07317027313,0.07317027313,-4.307682826,-14.958325,-18.9732914,0.9320478245
coefficient_candidate,train,roll,p0_rad_s,63,-0.0947898565,0.0947898565,-6.910942778,-16.6739924,-18.9732914,0.3327041015
coefficient_candidate,train,roll,r0_rad_s,63,0.003913558752,0.003913558752,0.379698148,-18.90086586,-18.9732914,-0.1907450454
coefficient_candidate,train,roll,phi0_deg,63,-0.003155304032,0.003155304032,-0.01576056463,-18.80443357,-18.9732914,10.71394586
coefficient_candidate,train,roll,psi0_deg,63,0.0119574562,0.0119574562,0.06160787967,-18.6922374,-18.9732914,-4.561981377
coefficient_candidate,train,yaw,v0_m_s,63,-0.1104117843,0.1104117843,-6.758422173,4.344214044,-1.95495864,0.9320478245
coefficient_candidate,train,yaw,p0_rad_s,63,0.1565680487,0.1565680487,11.86859789,-5.903689838,-1.95495864,0.3327041015
coefficient_candidate,train,yaw,r0_rad_s,63,-0.103427398,0.103427398,-10.43333292,-3.945065202,-1.95495864,-0.1907450454
coefficient_candidate,train,yaw,phi0_deg,63,0.3587578678,0.3587578678,1.863171533,-21.91687757,-1.95495864,10.71394586
coefficient_candidate,train,yaw,psi0_deg,63,0.09770132721,0.09770132721,0.5233819883,0.4327002437,-1.95495864,-4.561981377
coefficient_candidate,heldout,dy,v0_m_s,11,0.1237517509,0.1237517509,0.1952133686,-0.697897218,-0.5067812835,0.9790104845
coefficient_candidate,heldout,dy,p0_rad_s,11,-0.3422353542,0.3422353542,-0.9293361936,-0.2563230732,-0.5067812835,0.2695022663
coefficient_candidate,heldout,dy,r0_rad_s,11,0.0829182836,0.0829182836,0.275375276,-0.4385783075,-0.5067812835,-0.2476728375
coefficient_candidate,heldout,dy,phi0_deg,11,-0.7477676246,0.7477676246,-0.09640092509,0.5107467165,-0.5067812835,10.55516842
coefficient_candidate,heldout,dy,psi0_deg,11,-0.6231548697,0.6231548697,-0.09844054823,-1.034806597,-0.5067812835,-5.363900574
coefficient_candidate,heldout,roll,v0_m_s,11,0.1307145188,0.1307145188,4.520677673,-23.30217003,-18.8763792,0.9790104845
coefficient_candidate,heldout,roll,p0_rad_s,11,-0.7670284635,0.7670284635,-45.66473805,-6.569628802,-18.8763792,0.2695022663
coefficient_candidate,heldout,roll,r0_rad_s,11,0.03883348334,0.03883348334,2.827499265,-18.17608443,-18.8763792,-0.2476728375
coefficient_candidate,heldout,roll,phi0_deg,11,-0.4742004689,0.4742004689,-1.340287704,-4.729416751,-18.8763792,10.55516842
coefficient_candidate,heldout,roll,psi0_deg,11,-0.544208773,0.544208773,-1.884799161,-28.9862545,-18.8763792,-5.363900574
coefficient_candidate,heldout,yaw,v0_m_s,11,0.2010110797,0.2010110797,4.389830189,-6.761112482,-2.463422701,0.9790104845
coefficient_candidate,heldout,yaw,p0_rad_s,11,-0.4428497792,0.4428497792,-16.64845487,2.023373615,-2.463422701,0.2695022663
coefficient_candidate,heldout,yaw,r0_rad_s,11,-0.419342813,0.419342813,-19.28028134,-7.23862469,-2.463422701,-0.2476728375
coefficient_candidate,heldout,yaw,phi0_deg,11,0.1463790282,0.1463790282,0.2612539853,-5.221002516,-2.463422701,10.55516842
coefficient_candidate,heldout,yaw,psi0_deg,11,-0.3603583874,0.3603583874,-0.7881015583,-6.690721102,-2.463422701,-5.363900574
lateral_diagnostic_candidate,train,dy,v0_m_s,63,0.4500822482,0.4500822482,0.8446660844,-1.863849276,-1.07658009,0.9320478245
lateral_diagnostic_candidate,train,dy,p0_rad_s,63,-0.5634446638,0.5634446638,-1.309516066,-0.6408987233,-1.07658009,0.3327041015
lateral_diagnostic_candidate,train,dy,r0_rad_s,63,-0.1888505507,0.1888505507,-0.5840755223,-1.187989602,-1.07658009,-0.1907450454
lateral_diagnostic_candidate,train,dy,phi0_deg,63,-0.6370771733,0.6370771733,-0.1014394145,0.01023630543,-1.07658009,10.71394586
lateral_diagnostic_candidate,train,dy,psi0_deg,63,-0.6667079503,0.6667079503,-0.1095007836,-1.576120625,-1.07658009,-4.561981377
lateral_diagnostic_candidate,train,roll,v0_m_s,63,0.3519629307,0.3519629307,61.09239644,-84.68386572,-27.74283052,0.9320478245
lateral_diagnostic_candidate,train,roll,p0_rad_s,63,0.2188885516,0.2188885516,47.05217159,-43.397281,-27.74283052,0.3327041015
lateral_diagnostic_candidate,train,roll,r0_rad_s,63,-0.1832933769,0.1832933769,-52.43177819,-37.74393243,-27.74283052,-0.1907450454
lateral_diagnostic_candidate,train,roll,phi0_deg,63,0.1709700563,0.1709700563,2.51786133,-54.71906049,-27.74283052,10.71394586
lateral_diagnostic_candidate,train,roll,psi0_deg,63,-0.2018454509,0.2018454509,-3.066179832,-41.73068581,-27.74283052,-4.561981377
lateral_diagnostic_candidate,train,yaw,v0_m_s,63,0.2929434659,0.2929434659,82.67628033,-84.05915122,-7.000904001,0.9320478245
lateral_diagnostic_candidate,train,yaw,p0_rad_s,63,0.07628217233,0.07628217233,26.66162124,-15.87133474,-7.000904001,0.3327041015
lateral_diagnostic_candidate,train,yaw,r0_rad_s,63,-0.006311384246,0.006311384246,-2.935481267,-7.560832508,-7.000904001,-0.1907450454
lateral_diagnostic_candidate,train,yaw,phi0_deg,63,0.1415629916,0.1415629916,3.38975541,-43.31855994,-7.000904001,10.71394586
lateral_diagnostic_candidate,train,yaw,psi0_deg,63,-0.1895686438,0.1895686438,-4.682222388,-28.36111534,-7.000904001,-4.561981377
lateral_diagnostic_candidate,heldout,dy,v0_m_s,11,-0.02410132609,0.02410132609,-0.04104319136,-1.056487264,-1.096668978,0.9790104845
lateral_diagnostic_candidate,heldout,dy,p0_rad_s,11,-0.3505172997,0.3505172997,-1.027541609,-0.8197441859,-1.096668978,0.2695022663
lateral_diagnostic_candidate,heldout,dy,r0_rad_s,11,0.1632797828,0.1632797828,0.5853950367,-0.9516825284,-1.096668978,-0.2476728375
lateral_diagnostic_candidate,heldout,dy,phi0_deg,11,-0.704638026,0.704638026,-0.09806693456,-0.0615559677,-1.096668978,10.55516842
lateral_diagnostic_candidate,heldout,dy,psi0_deg,11,-0.542111778,0.542111778,-0.09245041257,-1.592563799,-1.096668978,-5.363900574
lateral_diagnostic_candidate,heldout,roll,v0_m_s,11,0.3293713982,0.3293713982,28.92571487,-36.1525874,-7.834009267,0.9790104845
lateral_diagnostic_candidate,heldout,roll,p0_rad_s,11,0.1811471172,0.1811471172,27.38542093,-15.21444227,-7.834009267,0.2695022663
lateral_diagnostic_candidate,heldout,roll,r0_rad_s,11,-0.2657375533,0.2657375533,-49.13235575,-20.00275923,-7.834009267,-0.2476728375
lateral_diagnostic_candidate,heldout,roll,phi0_deg,11,0.747951876,0.747951876,5.368194137,-64.49620248,-7.834009267,10.55516842
lateral_diagnostic_candidate,heldout,roll,psi0_deg,11,0.1088455058,0.1088455058,0.9572569903,-2.699377947,-7.834009267,-5.363900574
lateral_diagnostic_candidate,heldout,yaw,v0_m_s,11,0.5129611069,0.5129611069,133.0726574,-67.6168614,62.66266544,0.9790104845
lateral_diagnostic_candidate,heldout,yaw,p0_rad_s,11,0.55097175,0.55097175,246.0500739,-3.648387113,62.66266544,0.2695022663
lateral_diagnostic_candidate,heldout,yaw,r0_rad_s,11,-0.4961064413,0.4961064413,-270.9540807,-4.445300571,62.66266544,-0.2476728375
lateral_diagnostic_candidate,heldout,yaw,phi0_deg,11,0.4484093058,0.4484093058,9.506821702,-37.68343874,62.66266544,10.55516842
lateral_diagnostic_candidate,heldout,yaw,psi0_deg,11,-0.006351551477,0.006351551477,-0.1650076355,61.77758088,62.66266544,-5.363900574
