Variable,Value
V (m/s),4.21848668766117
α (deg),10.000000099518417
ϕ (deg),40.0
R_target (m),2.161876239173414
n,1.3054072893322786
m_TOGW (kg),0.08376756518842321
L/D_turn,4.621878021264386
sink_rate (m/s),1.1914730755333682
w (m/s),1.1154434432271794
climb_rate (m/s),-0.07602963230618887
K_n,0.03999999147900437
V_HT,0.3999999900651737
V_VT,0.02030793424814088
Re_W,73691.38384536856
b_W (m),0.6420304121433735
S_W (m^2),0.16382587141745464
S_HT (m^2),0.01982477821186242
S_VT (m^2),0.00253246131388649
δ_A (deg),2.163573273794861e-16
δ_R (deg),-1.3574042647074087e-14
δ_E (deg),3.849353761713425
t_roll (s),0.9798169500729075
ψ0 (deg),-33.37452705455155
"Cl,δA (rad^-1)",0.47301960063061316
objective_total,1.9806126744139347
objective_climb,0.005847885527026722
objective_span,0.9947996635701725
objective_roll_in_time,0.9798169500729075
objective_control,0.00014817524382817297
penalty,3.1321976209891e-10
x_CG (m),0.08273918652096125
y_CG (m),0.0
z_CG (m),0.009307867455430474
I_xx (kg m^2),0.0012050477919690866
I_yy (kg m^2),0.002935051688970926
I_zz (kg m^2),0.004119632438805138
I_xy (kg m^2),0.0
I_xz (kg m^2),7.432276609990739e-06
I_yz (kg m^2),0.0
m_TOGW (g),83.7675651884232
m_TOGW (lbm),0.18467586919158982
mass_wing_kg,0.032437522540656016
mass_htail_surfaces_kg,0.0019626530429743797
mass_vtail_surfaces_kg,0.0002507136700747625
mass_linkages_kg,0.001
mass_Receiver_kg,0.005
mass_battery_kg,0.013
mass_servo_kg,0.0088
mass_boom_kg,0.008111681105153184
mass_pod_kg,0.007
mass_ballast_kg,-9.999207221378128e-09
mass_glue_weight_kg,0.006205004828772089
aero_F_b,-0.04229463601223338
aero_F_w,-0.23209856188334108
aero_M_b,-7.167478029048528e-19
aero_M_w,2.8474758120965343e-18
aero_L,1.0727312419356863
aero_Y,-2.8138340675372044e-17
aero_D,0.23209856188334108
aero_l_b,-7.167478029048528e-19
aero_m_b,2.731485827453528e-13
aero_n_b,2.0462838239216318e-17
aero_CL,0.6007437797594768
aero_CY,-1.5757845462746647e-17
aero_CD,0.129978285232879
aero_Cl,-6.251858262565062e-19
aero_Cm,5.994740924970615e-13
aero_Cn,1.7848783603227794e-17
aero_D_profile,0.13080070006714428
aero_D_induced,0.10129786181619675
aero_CLa,2.445301999028072
aero_CDa,1.1914388904547684
aero_CYa,3.956962828013333e-22
aero_Cla,1.1192571073145584e-19
aero_Cma,-0.09781205912471523
aero_Cna,1.928555967048174e-20
aero_x_np,0.09294592024695689
aero_CLb,-4.511424074042302e-05
aero_CDb,-5.465140748049398e-06
aero_CYb,0.017556734985500998
aero_Clb,-0.07999999002070281
aero_Cmb,-1.4064111337439015e-05
aero_Cnb,0.02999999000332941
aero_x_np_lateral,-1.0143273216903341
aero_CLp,-0.041539013887481595
aero_CDp,-0.004854107401058848
aero_CYp,-0.18049238262676312
aero_Clp,-0.4258050299700366
aero_Cmp,-0.011228232033087244
aero_Cnp,-0.06187147829518037
aero_CLq,-1.435964086494934
aero_CDq,-0.2118806223445346
aero_CYq,-2.5514382488441724e-17
aero_Clq,-2.2329671139578644e-19
aero_Cmq,-2.2334504863972247
aero_Cnq,2.901399978197982e-17
aero_CLr,-0.0021209619079920468
aero_CDr,-0.0003402299471877423
aero_CYr,0.11401519032283114
aero_Clr,0.08924667301264325
aero_Cmr,-0.0013339632424409483
aero_Cnr,-0.080176841064349
