model_id,split,regime,sample_count,throw_count,dx_mae_m,dy_mae_m,altitude_loss_mae_m,sink_rate_mae_m_s,roll_mae_deg,pitch_mae_deg,yaw_mae_deg
baseline_active,train,attached,116,14,0.09695483429,0.008961405627,0.01141335049,0.2966548439,0.6565762732,2.273884092,0.1967092957
baseline_active,train,transition,532,20,0.08532344806,0.09980203982,0.07826325676,0.3881402473,3.507574749,4.804727325,0.9424508608
baseline_active,train,post_stall,2851,20,0.3498300345,0.5613607462,0.2734293472,0.4380016814,23.29767066,10.19946787,9.468024785
baseline_active,heldout,attached,65,8,0.01866203669,0.01110558288,0.01043726237,0.2470965464,0.5433015752,1.631614467,0.3059785683
baseline_active,heldout,transition,265,10,0.2094612717,0.2406973343,0.1836549853,0.4787660186,7.089628424,9.904043333,3.748940345
baseline_active,heldout,post_stall,1420,10,0.4226724755,0.7662403252,0.2769398659,0.4124858829,25.75306531,12.0346116,9.053939693
coefficient_candidate,train,attached,116,14,0.09696107375,0.008960963615,0.01140856036,0.2966005459,0.6566961683,2.272238612,0.1964555811
coefficient_candidate,train,transition,532,20,0.09413178823,0.103201971,0.07875732209,0.383796873,4.527726932,6.307572714,0.9078308357
coefficient_candidate,train,post_stall,2851,20,0.5697049291,0.6472801656,0.3351848445,0.4974624158,34.11682389,19.08941184,10.13404225
coefficient_candidate,heldout,attached,65,8,0.01866194597,0.0111055739,0.0104369517,0.2470891691,0.5433161285,1.631945801,0.3059284672
coefficient_candidate,heldout,transition,265,10,0.2184782968,0.2403238253,0.1831844466,0.4753396435,7.770825844,11.29934853,3.908139187
coefficient_candidate,heldout,post_stall,1420,10,0.6215966313,0.8383504265,0.3392154472,0.4718453096,34.56517403,18.63942129,8.867791116
