primitive_variant_id,primitive_id,candidate_index,compatible_row_count,survived_environment_count,downgraded_row_count,eliminated_row_count,blocked_row_count,w2_variant_status,eligible_for_w3
primvar_glide_inflight_only_56e2b8f06b33,glide,8,200,2,0,27,0,survived,True
primvar_glide_inflight_only_a133053f9e0c,glide,9,200,2,0,27,0,survived,True
primvar_glide_inflight_only_a01e608aa658,glide,10,200,2,0,27,0,survived,True
primvar_glide_inflight_only_f252094e5f11,glide,11,200,2,0,27,0,survived,True
primvar_glide_inflight_only_98a21aab2434,glide,12,200,2,0,27,0,survived,True
primvar_glide_inflight_only_467f4fe3befd,glide,13,200,2,0,27,0,survived,True
primvar_glide_inflight_only_8e4761b111da,glide,14,200,2,0,27,0,survived,True
primvar_glide_inflight_only_b0b55461bad8,glide,15,200,2,0,27,0,survived,True
primvar_glide_inflight_only_24e665618761,glide,16,200,2,0,27,0,survived,True
primvar_glide_inflight_only_462d0aafe0d7,glide,17,200,2,0,27,0,survived,True
primvar_glide_inflight_only_2fe6d9964061,glide,18,200,2,0,27,0,survived,True
primvar_glide_inflight_only_37626a7a2556,glide,19,200,2,0,27,0,survived,True
primvar_glide_inflight_only_d259714ea187,glide,20,200,2,0,27,0,survived,True
primvar_glide_inflight_only_126b47074599,glide,21,200,2,0,27,0,survived,True
primvar_glide_inflight_only_25cc2c908a7d,glide,22,200,2,0,27,0,survived,True
primvar_glide_inflight_only_377ffa3b39b9,glide,23,200,2,0,27,0,survived,True
primvar_glide_inflight_only_f15908038191,glide,24,200,2,0,27,0,survived,True
primvar_glide_inflight_only_9807040a9087,glide,25,200,2,0,27,0,survived,True
primvar_glide_inflight_only_1983cab0f7e6,glide,26,200,2,0,27,0,survived,True
primvar_glide_inflight_only_c287c5d1712f,glide,27,200,2,0,27,0,survived,True
primvar_glide_inflight_only_d63007a96786,glide,28,200,2,0,27,0,survived,True
primvar_glide_inflight_only_b4ea1b6ba09a,glide,29,200,2,0,27,0,survived,True
primvar_glide_inflight_only_2cab795ffb6a,glide,30,200,2,0,27,0,survived,True
primvar_glide_inflight_only_ed80404c47ef,glide,31,200,2,0,27,0,survived,True
primvar_launch_capture_energy_build_launch_capable_caa394df9c5d,launch_capture_energy_build,0,200,2,0,80,0,survived,True
primvar_launch_capture_energy_build_launch_capable_3559c5c5c345,launch_capture_energy_build,1,200,2,0,80,0,survived,True
primvar_launch_capture_energy_build_launch_capable_a96251382a81,launch_capture_energy_build,2,200,2,0,80,0,survived,True
primvar_launch_capture_energy_build_launch_capable_3f638f4826e5,launch_capture_energy_build,3,200,2,0,80,0,survived,True
primvar_launch_capture_energy_build_launch_capable_4aacab4ec914,launch_capture_energy_build,4,200,2,0,80,0,survived,True
primvar_launch_capture_energy_build_launch_capable_730a5fa839e2,launch_capture_energy_build,5,200,2,0,80,0,survived,True
primvar_launch_capture_energy_build_launch_capable_8808d9fa0fa9,launch_capture_energy_build,6,200,2,0,80,0,survived,True
primvar_launch_capture_energy_build_launch_capable_2adeda93111c,launch_capture_energy_build,7,200,2,0,80,0,survived,True
primvar_launch_capture_energy_build_launch_capable_f5f3ddda1009,launch_capture_energy_build,8,200,2,0,80,0,survived,True
primvar_launch_capture_energy_build_launch_capable_fa300b68b3eb,launch_capture_energy_build,9,200,2,0,80,0,survived,True
primvar_launch_capture_energy_build_launch_capable_40ced81ad122,launch_capture_energy_build,10,200,2,0,80,0,survived,True
primvar_launch_capture_energy_build_launch_capable_0c915855c8cf,launch_capture_energy_build,11,200,2,0,80,0,survived,True
primvar_launch_capture_energy_build_launch_capable_f3500f04ce2e,launch_capture_energy_build,12,200,2,0,80,0,survived,True
primvar_launch_capture_energy_build_launch_capable_8caad0227878,launch_capture_energy_build,13,200,2,0,80,0,survived,True
primvar_launch_capture_energy_build_launch_capable_a7b282aa9850,launch_capture_energy_build,14,200,2,0,80,0,survived,True
primvar_launch_capture_energy_build_launch_capable_f183e7a8332d,launch_capture_energy_build,15,200,2,0,80,0,survived,True
primvar_launch_capture_energy_build_launch_capable_b2960be86d14,launch_capture_energy_build,16,200,2,0,80,0,survived,True
primvar_launch_capture_energy_build_launch_capable_720cf34ecca5,launch_capture_energy_build,17,200,2,0,80,0,survived,True
primvar_launch_capture_energy_build_launch_capable_5217687c8fd3,launch_capture_energy_build,18,200,2,0,80,0,survived,True
primvar_launch_capture_energy_build_launch_capable_863a0bbd7738,launch_capture_energy_build,19,200,2,0,80,0,survived,True
primvar_launch_capture_energy_build_launch_capable_ae46cb163b07,launch_capture_energy_build,20,200,2,0,80,0,survived,True
primvar_launch_capture_energy_build_launch_capable_665a5c7b8f55,launch_capture_energy_build,21,200,2,0,80,0,survived,True
primvar_launch_capture_energy_build_launch_capable_3175a2386e30,launch_capture_energy_build,22,200,2,0,80,0,survived,True
primvar_launch_capture_energy_build_launch_capable_08230ff4d1a2,launch_capture_energy_build,23,200,2,0,80,0,survived,True
primvar_launch_capture_energy_build_launch_capable_bba034ddeda5,launch_capture_energy_build,24,200,2,0,80,0,survived,True
primvar_launch_capture_energy_build_launch_capable_b17f175836fd,launch_capture_energy_build,25,200,2,0,80,0,survived,True
primvar_launch_capture_energy_build_launch_capable_581dde1f14b5,launch_capture_energy_build,26,200,2,0,80,0,survived,True
primvar_launch_capture_energy_build_launch_capable_106c93d123c1,launch_capture_energy_build,27,200,2,0,80,0,survived,True
primvar_launch_capture_energy_build_launch_capable_85d71e299808,launch_capture_energy_build,28,200,2,0,80,0,survived,True
primvar_launch_capture_energy_build_launch_capable_f73bf581dace,launch_capture_energy_build,29,200,2,0,80,0,survived,True
primvar_launch_capture_energy_build_launch_capable_770a30568701,launch_capture_energy_build,30,200,2,0,80,0,survived,True
primvar_launch_capture_energy_build_launch_capable_3719c088987d,launch_capture_energy_build,31,200,2,0,80,0,survived,True
primvar_launch_capture_glide_stabilise_launch_capable_a91dca1bc5bc,launch_capture_glide_stabilise,0,200,2,0,80,0,survived,True
primvar_launch_capture_glide_stabilise_launch_capable_b6df3e592917,launch_capture_glide_stabilise,1,200,2,0,80,0,survived,True
primvar_launch_capture_glide_stabilise_launch_capable_1ff34e9daec8,launch_capture_glide_stabilise,2,200,2,0,80,0,survived,True
primvar_launch_capture_glide_stabilise_launch_capable_a6026104b254,launch_capture_glide_stabilise,3,200,2,0,80,0,survived,True
primvar_launch_capture_glide_stabilise_launch_capable_15ed21bc9b7f,launch_capture_glide_stabilise,4,200,2,0,80,0,survived,True
primvar_launch_capture_glide_stabilise_launch_capable_62020e6c0f8f,launch_capture_glide_stabilise,5,200,2,0,80,0,survived,True
primvar_launch_capture_glide_stabilise_launch_capable_45100481d976,launch_capture_glide_stabilise,6,200,2,0,80,0,survived,True
primvar_launch_capture_glide_stabilise_launch_capable_0809e8f9ba8b,launch_capture_glide_stabilise,7,200,2,0,80,0,survived,True
primvar_launch_capture_glide_stabilise_launch_capable_0391207a8ad0,launch_capture_glide_stabilise,8,200,2,0,80,0,survived,True
primvar_launch_capture_glide_stabilise_launch_capable_b96728b607b8,launch_capture_glide_stabilise,9,200,2,0,80,0,survived,True
primvar_launch_capture_glide_stabilise_launch_capable_016fe92be1f5,launch_capture_glide_stabilise,10,200,2,0,80,0,survived,True
primvar_launch_capture_glide_stabilise_launch_capable_ea732b6be2ad,launch_capture_glide_stabilise,11,200,2,0,80,0,survived,True
primvar_launch_capture_glide_stabilise_launch_capable_714b3f127f05,launch_capture_glide_stabilise,12,200,2,0,80,0,survived,True
primvar_launch_capture_glide_stabilise_launch_capable_83a39fa4e736,launch_capture_glide_stabilise,13,200,2,0,80,0,survived,True
primvar_launch_capture_glide_stabilise_launch_capable_f53b3df46db6,launch_capture_glide_stabilise,14,200,2,0,80,0,survived,True
primvar_launch_capture_glide_stabilise_launch_capable_87c55917b10b,launch_capture_glide_stabilise,15,200,2,0,80,0,survived,True
primvar_launch_capture_glide_stabilise_launch_capable_72faca36cc40,launch_capture_glide_stabilise,16,200,2,0,80,0,survived,True
primvar_launch_capture_glide_stabilise_launch_capable_0f5bc3778605,launch_capture_glide_stabilise,17,200,2,0,80,0,survived,True
primvar_launch_capture_glide_stabilise_launch_capable_ba5c662636ca,launch_capture_glide_stabilise,18,200,2,0,80,0,survived,True
primvar_launch_capture_glide_stabilise_launch_capable_01ed7e87097e,launch_capture_glide_stabilise,19,200,2,0,80,0,survived,True
primvar_launch_capture_glide_stabilise_launch_capable_8a3f17545747,launch_capture_glide_stabilise,20,200,2,0,80,0,survived,True
primvar_launch_capture_glide_stabilise_launch_capable_052bfd2347a7,launch_capture_glide_stabilise,21,200,2,0,80,0,survived,True
primvar_launch_capture_glide_stabilise_launch_capable_341b7545acbb,launch_capture_glide_stabilise,22,200,2,0,80,0,survived,True
primvar_launch_capture_glide_stabilise_launch_capable_4e78c996ff82,launch_capture_glide_stabilise,23,200,2,0,80,0,survived,True
primvar_launch_capture_glide_stabilise_launch_capable_59a7c3afb8d0,launch_capture_glide_stabilise,24,200,2,0,80,0,survived,True
primvar_launch_capture_glide_stabilise_launch_capable_8cee57a46d3f,launch_capture_glide_stabilise,25,200,2,0,80,0,survived,True
primvar_launch_capture_glide_stabilise_launch_capable_fa0dfa03c875,launch_capture_glide_stabilise,26,200,2,0,80,0,survived,True
primvar_launch_capture_glide_stabilise_launch_capable_5013a9a928f0,launch_capture_glide_stabilise,27,200,2,0,80,0,survived,True
primvar_launch_capture_glide_stabilise_launch_capable_c4da92415039,launch_capture_glide_stabilise,28,200,2,0,80,0,survived,True
primvar_launch_capture_glide_stabilise_launch_capable_ac76654df1d4,launch_capture_glide_stabilise,29,200,2,0,80,0,survived,True
primvar_launch_capture_glide_stabilise_launch_capable_d9738ec74ecb,launch_capture_glide_stabilise,30,200,2,0,80,0,survived,True
primvar_launch_capture_glide_stabilise_launch_capable_60680c691a6f,launch_capture_glide_stabilise,31,200,2,0,80,0,survived,True
primvar_launch_capture_lift_seek_launch_capable_5a5ad4759be7,launch_capture_lift_seek,0,200,2,0,80,0,survived,True
primvar_launch_capture_lift_seek_launch_capable_7d3e8ce71bb1,launch_capture_lift_seek,1,200,2,0,80,0,survived,True
primvar_launch_capture_lift_seek_launch_capable_10f00155bdf1,launch_capture_lift_seek,2,200,2,0,80,0,survived,True
primvar_launch_capture_lift_seek_launch_capable_fefe34461e0e,launch_capture_lift_seek,3,200,2,0,80,0,survived,True
primvar_launch_capture_lift_seek_launch_capable_345a64c3f64b,launch_capture_lift_seek,4,200,2,0,80,0,survived,True
primvar_launch_capture_lift_seek_launch_capable_e30557d22bc4,launch_capture_lift_seek,5,200,2,0,80,0,survived,True
primvar_launch_capture_lift_seek_launch_capable_85d5689b69e0,launch_capture_lift_seek,6,200,2,0,80,0,survived,True
primvar_launch_capture_lift_seek_launch_capable_31a9388b1f1b,launch_capture_lift_seek,7,200,2,0,80,0,survived,True
primvar_launch_capture_lift_seek_launch_capable_579f1bcfed54,launch_capture_lift_seek,8,200,2,0,80,0,survived,True
primvar_launch_capture_lift_seek_launch_capable_a35b96e1275d,launch_capture_lift_seek,9,200,2,0,80,0,survived,True
primvar_launch_capture_lift_seek_launch_capable_92e1b73422eb,launch_capture_lift_seek,10,200,2,0,80,0,survived,True
primvar_launch_capture_lift_seek_launch_capable_7d47cc186e89,launch_capture_lift_seek,11,200,2,0,80,0,survived,True
primvar_launch_capture_lift_seek_launch_capable_7b267dd1e01a,launch_capture_lift_seek,12,200,2,0,80,0,survived,True
primvar_launch_capture_lift_seek_launch_capable_66d8c8146746,launch_capture_lift_seek,13,200,2,0,80,0,survived,True
primvar_launch_capture_lift_seek_launch_capable_76a6e5ae9101,launch_capture_lift_seek,14,200,2,0,80,0,survived,True
primvar_launch_capture_lift_seek_launch_capable_ba873189f172,launch_capture_lift_seek,15,200,2,0,80,0,survived,True
primvar_launch_capture_lift_seek_launch_capable_14326eb949bf,launch_capture_lift_seek,16,200,2,0,80,0,survived,True
primvar_launch_capture_lift_seek_launch_capable_f93632784f69,launch_capture_lift_seek,17,200,2,0,80,0,survived,True
primvar_launch_capture_lift_seek_launch_capable_ad040ffef352,launch_capture_lift_seek,18,200,2,0,80,0,survived,True
primvar_launch_capture_lift_seek_launch_capable_ea1246cb8788,launch_capture_lift_seek,19,200,2,0,80,0,survived,True
primvar_launch_capture_lift_seek_launch_capable_cfa8f5a8b1bb,launch_capture_lift_seek,20,200,2,0,80,0,survived,True
primvar_launch_capture_lift_seek_launch_capable_0c81041f6ceb,launch_capture_lift_seek,21,200,2,0,80,0,survived,True
primvar_launch_capture_lift_seek_launch_capable_230c4db5843d,launch_capture_lift_seek,22,200,2,0,80,0,survived,True
primvar_launch_capture_lift_seek_launch_capable_d1e5269f7e99,launch_capture_lift_seek,23,200,2,0,80,0,survived,True
primvar_launch_capture_lift_seek_launch_capable_67a2dc14c5c7,launch_capture_lift_seek,24,200,2,0,80,0,survived,True
primvar_launch_capture_lift_seek_launch_capable_37497bc229a3,launch_capture_lift_seek,25,200,2,0,80,0,survived,True
primvar_launch_capture_lift_seek_launch_capable_a3241484c253,launch_capture_lift_seek,26,200,2,0,80,0,survived,True
primvar_launch_capture_lift_seek_launch_capable_af69b0ae105f,launch_capture_lift_seek,27,200,2,0,80,0,survived,True
primvar_launch_capture_lift_seek_launch_capable_2968b85c271b,launch_capture_lift_seek,28,200,2,0,80,0,survived,True
primvar_launch_capture_lift_seek_launch_capable_01442b464747,launch_capture_lift_seek,29,200,2,0,80,0,survived,True
primvar_launch_capture_lift_seek_launch_capable_56f5c2520c1b,launch_capture_lift_seek,30,200,2,0,80,0,survived,True
primvar_launch_capture_lift_seek_launch_capable_1fb70c0be864,launch_capture_lift_seek,31,200,2,0,80,0,survived,True
primvar_launch_capture_safe_handoff_launch_capable_359dfb80ca64,launch_capture_safe_handoff,0,200,2,0,80,0,survived,True
primvar_launch_capture_safe_handoff_launch_capable_8ceedf7dd3f1,launch_capture_safe_handoff,1,200,2,0,80,0,survived,True
primvar_launch_capture_safe_handoff_launch_capable_a82b81de0d87,launch_capture_safe_handoff,2,200,2,0,80,0,survived,True
primvar_launch_capture_safe_handoff_launch_capable_85f62a0e913c,launch_capture_safe_handoff,3,200,2,0,80,0,survived,True
primvar_launch_capture_safe_handoff_launch_capable_3926f5b59745,launch_capture_safe_handoff,4,200,2,0,80,0,survived,True
primvar_launch_capture_safe_handoff_launch_capable_969c02c4d91d,launch_capture_safe_handoff,5,200,2,0,80,0,survived,True
primvar_launch_capture_safe_handoff_launch_capable_bf72335be5ab,launch_capture_safe_handoff,6,200,2,0,80,0,survived,True
primvar_launch_capture_safe_handoff_launch_capable_2b5a6a6f5b97,launch_capture_safe_handoff,7,200,2,0,80,0,survived,True
primvar_launch_capture_safe_handoff_launch_capable_e4267c0e78ea,launch_capture_safe_handoff,8,200,2,0,80,0,survived,True
primvar_launch_capture_safe_handoff_launch_capable_df2b39b96914,launch_capture_safe_handoff,9,200,2,0,80,0,survived,True
primvar_launch_capture_safe_handoff_launch_capable_9a8c506b8393,launch_capture_safe_handoff,10,200,2,0,80,0,survived,True
primvar_launch_capture_safe_handoff_launch_capable_9ec76614df3c,launch_capture_safe_handoff,11,200,2,0,80,0,survived,True
primvar_launch_capture_safe_handoff_launch_capable_932d38eb3f6a,launch_capture_safe_handoff,12,200,2,0,80,0,survived,True
primvar_launch_capture_safe_handoff_launch_capable_e8b7a2d1567e,launch_capture_safe_handoff,13,200,2,0,80,0,survived,True
primvar_launch_capture_safe_handoff_launch_capable_bfa6c7a898cb,launch_capture_safe_handoff,14,200,2,0,80,0,survived,True
primvar_launch_capture_safe_handoff_launch_capable_93ceb7ef037c,launch_capture_safe_handoff,15,200,2,0,80,0,survived,True
primvar_launch_capture_safe_handoff_launch_capable_a5888087b7aa,launch_capture_safe_handoff,16,200,2,0,80,0,survived,True
primvar_launch_capture_safe_handoff_launch_capable_a934678341d4,launch_capture_safe_handoff,17,200,2,0,80,0,survived,True
primvar_launch_capture_safe_handoff_launch_capable_0cf66a2ff08e,launch_capture_safe_handoff,18,200,2,0,80,0,survived,True
primvar_launch_capture_safe_handoff_launch_capable_5d49e39e6d38,launch_capture_safe_handoff,19,200,2,0,80,0,survived,True
primvar_launch_capture_safe_handoff_launch_capable_f239ed5da609,launch_capture_safe_handoff,20,200,2,0,80,0,survived,True
primvar_launch_capture_safe_handoff_launch_capable_19db9f6e530a,launch_capture_safe_handoff,21,200,2,0,80,0,survived,True
primvar_launch_capture_safe_handoff_launch_capable_21d0ae9d7c92,launch_capture_safe_handoff,22,200,2,0,80,0,survived,True
primvar_launch_capture_safe_handoff_launch_capable_41c4083cf8d5,launch_capture_safe_handoff,23,200,2,0,80,0,survived,True
primvar_launch_capture_safe_handoff_launch_capable_6060dab2341c,launch_capture_safe_handoff,24,200,2,0,80,0,survived,True
primvar_launch_capture_safe_handoff_launch_capable_f27dfb57f4bd,launch_capture_safe_handoff,25,200,2,0,80,0,survived,True
primvar_launch_capture_safe_handoff_launch_capable_045c34aaa1c0,launch_capture_safe_handoff,26,200,2,0,80,0,survived,True
primvar_launch_capture_safe_handoff_launch_capable_51b4311fa9c6,launch_capture_safe_handoff,27,200,2,0,80,0,survived,True
primvar_launch_capture_safe_handoff_launch_capable_fc80ed475d46,launch_capture_safe_handoff,28,200,2,0,80,0,survived,True
primvar_launch_capture_safe_handoff_launch_capable_5485355312d5,launch_capture_safe_handoff,29,200,2,0,80,0,survived,True
primvar_launch_capture_safe_handoff_launch_capable_4cbbd2d36b7b,launch_capture_safe_handoff,30,200,2,0,80,0,survived,True
primvar_launch_capture_safe_handoff_launch_capable_63b18e690bfc,launch_capture_safe_handoff,31,200,2,0,80,0,survived,True
primvar_launch_capture_shallow_left_launch_capable_6434c8468f5e,launch_capture_shallow_left,0,200,2,0,80,0,survived,True
primvar_launch_capture_shallow_left_launch_capable_d522b02a7fb5,launch_capture_shallow_left,1,200,2,0,80,0,survived,True
primvar_launch_capture_shallow_left_launch_capable_d1c459858dc8,launch_capture_shallow_left,2,200,2,0,80,0,survived,True
primvar_launch_capture_shallow_left_launch_capable_0a06b553561e,launch_capture_shallow_left,3,200,2,0,80,0,survived,True
primvar_launch_capture_shallow_left_launch_capable_0d2620cf52f6,launch_capture_shallow_left,4,200,2,0,80,0,survived,True
primvar_launch_capture_shallow_left_launch_capable_a1724e9ea2d5,launch_capture_shallow_left,5,200,2,0,80,0,survived,True
primvar_launch_capture_shallow_left_launch_capable_433d758fffab,launch_capture_shallow_left,6,200,2,0,80,0,survived,True
primvar_launch_capture_shallow_left_launch_capable_587570d69ea2,launch_capture_shallow_left,7,200,2,0,80,0,survived,True
primvar_launch_capture_shallow_left_launch_capable_3a0ca69937fa,launch_capture_shallow_left,8,200,2,0,80,0,survived,True
primvar_launch_capture_shallow_left_launch_capable_3093c0d0b470,launch_capture_shallow_left,9,200,2,0,80,0,survived,True
primvar_launch_capture_shallow_left_launch_capable_c8dc1697e496,launch_capture_shallow_left,10,200,2,0,80,0,survived,True
primvar_launch_capture_shallow_left_launch_capable_cd6adfb10d15,launch_capture_shallow_left,11,200,2,0,80,0,survived,True
primvar_launch_capture_shallow_left_launch_capable_98a95f128884,launch_capture_shallow_left,12,200,2,0,80,0,survived,True
primvar_launch_capture_shallow_left_launch_capable_349694e25734,launch_capture_shallow_left,13,200,2,0,80,0,survived,True
primvar_launch_capture_shallow_left_launch_capable_5540e2a81591,launch_capture_shallow_left,14,200,2,0,80,0,survived,True
primvar_launch_capture_shallow_left_launch_capable_f346a577660d,launch_capture_shallow_left,15,200,2,0,80,0,survived,True
primvar_launch_capture_shallow_left_launch_capable_9660bb8e07c0,launch_capture_shallow_left,16,200,2,0,80,0,survived,True
primvar_launch_capture_shallow_left_launch_capable_cf8d0af83528,launch_capture_shallow_left,17,200,2,0,80,0,survived,True
primvar_launch_capture_shallow_left_launch_capable_c86e2bf82f3c,launch_capture_shallow_left,18,200,2,0,80,0,survived,True
primvar_launch_capture_shallow_left_launch_capable_8b0cfe726911,launch_capture_shallow_left,19,200,2,0,80,0,survived,True
primvar_launch_capture_shallow_left_launch_capable_a098ce8a34cf,launch_capture_shallow_left,20,200,2,0,80,0,survived,True
primvar_launch_capture_shallow_left_launch_capable_b80c8204e66b,launch_capture_shallow_left,21,200,2,0,80,0,survived,True
primvar_launch_capture_shallow_left_launch_capable_eb5edf42581c,launch_capture_shallow_left,22,200,2,0,80,0,survived,True
primvar_launch_capture_shallow_left_launch_capable_6110d291e818,launch_capture_shallow_left,23,200,2,0,80,0,survived,True
primvar_launch_capture_shallow_left_launch_capable_eec17241e666,launch_capture_shallow_left,24,200,2,0,80,0,survived,True
primvar_launch_capture_shallow_left_launch_capable_b0279908ae4e,launch_capture_shallow_left,25,200,2,0,80,0,survived,True
primvar_launch_capture_shallow_left_launch_capable_b6bff1f4c087,launch_capture_shallow_left,26,200,2,0,80,0,survived,True
primvar_launch_capture_shallow_left_launch_capable_29d67cc4adc2,launch_capture_shallow_left,27,200,2,0,80,0,survived,True
primvar_launch_capture_shallow_left_launch_capable_a79a43b92226,launch_capture_shallow_left,28,200,2,0,80,0,survived,True
primvar_launch_capture_shallow_left_launch_capable_d9f264c23f16,launch_capture_shallow_left,29,200,2,0,80,0,survived,True
primvar_launch_capture_shallow_left_launch_capable_89ca4c2a9021,launch_capture_shallow_left,30,200,2,0,80,0,survived,True
primvar_launch_capture_shallow_left_launch_capable_827e3b7ee7a3,launch_capture_shallow_left,31,200,2,0,80,0,survived,True
primvar_launch_capture_shallow_right_launch_capable_d5001c597796,launch_capture_shallow_right,0,200,2,0,80,0,survived,True
primvar_launch_capture_shallow_right_launch_capable_ab79aa5ca684,launch_capture_shallow_right,1,200,2,0,80,0,survived,True
primvar_launch_capture_shallow_right_launch_capable_db67329b039f,launch_capture_shallow_right,2,200,2,0,80,0,survived,True
primvar_launch_capture_shallow_right_launch_capable_b2839f2345fc,launch_capture_shallow_right,3,200,2,0,80,0,survived,True
primvar_launch_capture_shallow_right_launch_capable_4a25b716e115,launch_capture_shallow_right,4,200,2,0,80,0,survived,True
primvar_launch_capture_shallow_right_launch_capable_cf149305dfda,launch_capture_shallow_right,5,200,2,0,80,0,survived,True
primvar_launch_capture_shallow_right_launch_capable_a16751376301,launch_capture_shallow_right,6,200,2,0,80,0,survived,True
primvar_launch_capture_shallow_right_launch_capable_c1eedf8b6cde,launch_capture_shallow_right,7,200,2,0,80,0,survived,True
primvar_launch_capture_shallow_right_launch_capable_584964b846ca,launch_capture_shallow_right,8,200,2,0,80,0,survived,True
primvar_launch_capture_shallow_right_launch_capable_32db3ba94f97,launch_capture_shallow_right,9,200,2,0,80,0,survived,True
primvar_launch_capture_shallow_right_launch_capable_21922a2e9053,launch_capture_shallow_right,10,200,2,0,80,0,survived,True
primvar_launch_capture_shallow_right_launch_capable_74963ee12d4f,launch_capture_shallow_right,11,200,2,0,80,0,survived,True
primvar_launch_capture_shallow_right_launch_capable_035fc83934f1,launch_capture_shallow_right,12,200,2,0,80,0,survived,True
primvar_launch_capture_shallow_right_launch_capable_6bcbb1602f38,launch_capture_shallow_right,13,200,2,0,80,0,survived,True
primvar_launch_capture_shallow_right_launch_capable_d55c202aa5ab,launch_capture_shallow_right,14,200,2,0,80,0,survived,True
primvar_launch_capture_shallow_right_launch_capable_bb7c99343f03,launch_capture_shallow_right,15,200,2,0,80,0,survived,True
