model_id,split,regime,sample_count,throw_count,dx_mae_m,dy_mae_m,altitude_loss_mae_m,sink_rate_mae_m_s,roll_mae_deg,pitch_mae_deg,yaw_mae_deg
baseline_active,train,attached,116,14,0.09695483429,0.008961405627,0.01141335049,0.2966548439,0.6565762732,2.273884092,0.1967092957
baseline_active,train,transition,532,20,0.08532344806,0.09980203982,0.07826325676,0.3881402473,3.507574749,4.804727325,0.9424508608
baseline_active,train,post_stall,2851,20,0.3498300345,0.5613607462,0.2734293472,0.4380016814,23.29767066,10.19946787,9.468024785
baseline_active,heldout,attached,65,8,0.01866203669,0.01110558288,0.01043726237,0.2470965464,0.5433015752,1.631614467,0.3059785683
baseline_active,heldout,transition,265,10,0.2094612717,0.2406973343,0.1836549853,0.4787660186,7.089628424,9.904043333,3.748940345
baseline_active,heldout,post_stall,1420,10,0.4226724755,0.7662403252,0.2769398659,0.4124858829,25.75306531,12.0346116,9.053939693
coefficient_candidate,train,attached,116,14,0.09695483429,0.008961405627,0.01141335049,0.2966548439,0.6565762732,2.273884092,0.1967092957
coefficient_candidate,train,transition,532,20,0.0924307772,0.09971207104,0.08050355849,0.3916978794,3.792694822,5.740508217,0.9922559381
coefficient_candidate,train,post_stall,2851,20,0.5772482172,0.5800765089,0.3263757863,0.5007949086,26.8946022,16.85610503,8.074295475
coefficient_candidate,heldout,attached,65,8,0.01866203669,0.01110558288,0.01043726237,0.2470965464,0.5433015752,1.631614467,0.3059785683
coefficient_candidate,heldout,transition,265,10,0.2164842028,0.2394931601,0.1853609181,0.4826279342,7.149891074,10.96869209,3.88535799
coefficient_candidate,heldout,post_stall,1420,10,0.6341221126,0.7804924807,0.3280877488,0.4697712905,28.55683537,16.75241968,7.706890405
