model_id,split,regime,sample_count,throw_count,dx_mae_m,dy_mae_m,altitude_loss_mae_m,sink_rate_mae_m_s,roll_mae_deg,pitch_mae_deg,yaw_mae_deg
baseline_active,train,attached,245,7,0.2079390375,0.5089039273,0.3956997778,0.5104491183,7.519926125,11.85714248,5.478225953
baseline_active,train,transition,692,7,0.2767038308,0.6293308061,0.7008861493,0.9331682956,7.523178331,25.20525412,7.487663691
baseline_active,train,post_stall,112,2,0.167308479,0.6756003983,0.301535979,0.5045738308,15.62422973,12.98515548,5.957103376
baseline_active,heldout,attached,41,3,0.07996808825,0.1615419064,0.1237843815,0.2331604818,3.103400295,4.921018191,3.557448184
baseline_active,heldout,transition,344,3,0.9086217963,0.4021047158,0.5817735385,0.8848196444,10.59892845,15.10632743,7.367770537
baseline_active,heldout,post_stall,0,0,,,,,,,
coefficient_candidate,train,attached,245,7,0.1163989361,0.4598206896,0.1059619528,0.2091652764,10.66519165,7.57836082,12.25091773
coefficient_candidate,train,transition,692,7,0.2048802845,0.561563777,0.3005997247,0.4367860334,8.824979535,11.81765399,13.19192402
coefficient_candidate,train,post_stall,112,2,0.04636486256,0.5581414367,0.1218246234,0.2046362096,11.85775675,14.19150039,19.23282781
coefficient_candidate,heldout,attached,41,3,0.1092897959,0.06301065579,0.03205163417,0.1381684929,3.284217188,3.016162651,5.772367187
coefficient_candidate,heldout,transition,344,3,0.7755752766,0.3418351097,0.2902849255,0.5263532222,18.50832879,7.876985039,19.95873165
coefficient_candidate,heldout,post_stall,0,0,,,,,,,
