comparison_type,library_size_case_id,policy_id,baseline_policy_id,history_length,paired_launch_count,mean_paired_delta_launch_score,median_paired_delta_launch_score,win_rate,loss_rate,safety_regression_rate,mission_success_delta_mean,front_wall_terminal_success_delta_mean,wrong_wall_exit_delta_mean,memory_changed_selection_rate,exploration_changed_selection_rate,mean_net_specific_energy_delta_m_delta,mean_positive_specific_energy_gain_m_delta,mean_updraft_specific_energy_gain_proxy_m_delta,mean_terminal_specific_energy_m_delta,mean_terminal_specific_energy_bonus_delta,mean_gross_specific_energy_loss_m_delta,mean_episode_flight_time_s_delta
memory_vs_no_memory,balanced_cluster,directional_3d_residual_memory_h10,no_memory_baseline,10,50,0.0005470222002799119,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.04,0.0,6.615944692072717e-06,0.0,2.7371719141727758e-05,6.615944692072162e-06,0.0,-6.615944692072717e-06,0.0
memory_vs_no_memory,balanced_cluster,directional_3d_residual_memory_h3,no_memory_baseline,3,50,0.0005470222002799119,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.04,0.0,-4.3129932610752594e-05,0.0,2.7398586156561766e-05,-4.3129932610752594e-05,0.0,4.3129932610752594e-05,0.0
memory_vs_no_memory,balanced_cluster,directional_3d_residual_memory_h30,no_memory_baseline,30,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
memory_vs_no_memory,heavy_cluster,directional_3d_residual_memory_h10,no_memory_baseline,10,50,2.5709499078629962e-06,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.0,3.019303951305119e-05,0.0,1.2854749540602838e-07,3.019303951305119e-05,0.0,-3.019303951305119e-05,0.0
memory_vs_no_memory,heavy_cluster,directional_3d_residual_memory_h3,no_memory_baseline,3,50,-0.0003197234453725173,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.04,0.0,0.0006886768603703863,0.000192061571702178,-1.5986172268591738e-05,0.0006886768603703874,0.0,-0.0004966152886682084,0.0
memory_vs_no_memory,heavy_cluster,directional_3d_residual_memory_h30,no_memory_baseline,30,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
memory_vs_no_memory,light_cluster,directional_3d_residual_memory_h10,no_memory_baseline,10,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,-1.802493303097119e-05,0.0,0.0,-1.802493303097119e-05,0.0,1.802493303097119e-05,0.0
memory_vs_no_memory,light_cluster,directional_3d_residual_memory_h3,no_memory_baseline,3,50,0.009630947159633365,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.12,0.0,0.0009033377881872839,0.0,-1.7121281259051274e-07,0.0009033377881872884,0.00963518051060202,-0.0009033377881872839,0.0
memory_vs_no_memory,light_cluster,directional_3d_residual_memory_h30,no_memory_baseline,30,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
memory_vs_no_memory,no_cluster_no_merge,directional_3d_residual_memory_h10,no_memory_baseline,10,50,-0.021174609934832347,0.0,0.1,0.08,0.0,0.0,0.0,0.0,0.26,0.0,0.0007927647759807027,0.0005574832534041819,-0.0007349603200057864,0.0007927647759807055,0.005339065180060061,-0.00023528152257652258,-0.001200000000000001
memory_vs_no_memory,no_cluster_no_merge,directional_3d_residual_memory_h3,no_memory_baseline,3,50,-0.07431046446839701,0.0,0.14,0.16,0.0,0.0,0.0,0.0,0.5,0.0,-0.0032778450011899927,-5.056529149619737e-05,-0.0018343040857223241,-0.0032778450011899853,-0.04089173856514005,0.003227279709693795,0.00039999999999999145
memory_vs_no_memory,no_cluster_no_merge,directional_3d_residual_memory_h30,no_memory_baseline,30,50,0.0005032311592211158,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.14,0.0,-0.00020456254429125577,0.0,8.116002521029572e-06,-0.00020456254429124688,0.00033922004668738735,0.00020456254429125577,0.00040000000000000034
memory_vs_no_memory,super_light_cluster,directional_3d_residual_memory_h10,no_memory_baseline,10,50,0.00035596288525596264,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.08,0.0,-9.59040055168725e-05,0.0,1.7762953334695132e-05,-9.590400551685362e-05,0.0,9.590400551687139e-05,0.0
memory_vs_no_memory,super_light_cluster,directional_3d_residual_memory_h3,no_memory_baseline,3,50,1.2138467625231153,0.0,0.14,0.02,0.02,0.0,0.0,0.0,0.2,0.0,0.005586930426985533,0.0,0.00012004041280394281,0.005586930426985539,0.011530168258007869,-0.005586930426985535,-0.001200000000000001
memory_vs_no_memory,super_light_cluster,directional_3d_residual_memory_h30,no_memory_baseline,30,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,1.1346850886413406e-05,0.0,-3.519092813986102e-08,1.1346850886422288e-05,0.0,-1.1346850886413406e-05,0.0
