model_id,split,regime,sample_count,throw_count,dx_mae_m,dy_mae_m,altitude_loss_mae_m,sink_rate_mae_m_s,roll_mae_deg,pitch_mae_deg,yaw_mae_deg
baseline_active,train,attached,116,14,0.09695483429,0.008961405627,0.01141335049,0.2966548439,0.6565762732,2.273884092,0.1967092957
baseline_active,train,transition,532,20,0.08532344806,0.09980203982,0.07826325676,0.3881402473,3.507574749,4.804727325,0.9424508608
baseline_active,train,post_stall,2851,20,0.3498300345,0.5613607462,0.2734293472,0.4380016814,23.29767066,10.19946787,9.468024785
baseline_active,heldout,attached,65,8,0.01866203669,0.01110558288,0.01043726237,0.2470965464,0.5433015752,1.631614467,0.3059785683
baseline_active,heldout,transition,265,10,0.2094612717,0.2406973343,0.1836549853,0.4787660186,7.089628424,9.904043333,3.748940345
baseline_active,heldout,post_stall,1420,10,0.4226724755,0.7662403252,0.2769398659,0.4124858829,25.75306531,12.0346116,9.053939693
coefficient_candidate,train,attached,116,14,0.09693710241,0.008973986243,0.01132891036,0.2953623745,0.6569141401,2.27481327,0.1967923839
coefficient_candidate,train,transition,532,20,0.07749566066,0.1075219154,0.06248179215,0.3267697377,4.235951855,4.685654484,1.002116622
coefficient_candidate,train,post_stall,2851,20,0.286200386,0.6413982707,0.2016533543,0.3115997423,27.62107408,11.38459742,9.886697394
coefficient_candidate,heldout,attached,65,8,0.01866163907,0.01110832728,0.01042479998,0.2468013626,0.5435105122,1.631800562,0.3059658285
coefficient_candidate,heldout,transition,265,10,0.203338664,0.2457188083,0.1703296078,0.4320557668,7.487559675,9.940503335,3.89435126
coefficient_candidate,heldout,post_stall,1420,10,0.366852976,0.8377440747,0.2329625606,0.3248251155,29.1642627,11.93023383,8.801861635
