model_id,split,regime,sample_count,throw_count,dx_mae_m,dy_mae_m,altitude_loss_mae_m,sink_rate_mae_m_s,roll_mae_deg,pitch_mae_deg,yaw_mae_deg
baseline_active,train,attached,11,1,0.01948283878,0.002125340711,0.00511639375,0.1433692652,0.8608950012,0.9704606024,0.247215935
baseline_active,train,transition,25,1,0.05732798767,0.0336611902,0.0935900936,0.3953290492,3.345130152,6.762447825,2.830218138
baseline_active,train,post_stall,114,1,0.147645548,0.274007058,0.3445577272,0.51653579,15.51245855,10.18396734,13.92561668
baseline_active,heldout,attached,0,0,,,,,,,
baseline_active,heldout,transition,11,1,0.2769156521,0.008422747035,0.02421560872,0.6669859581,0.1715376392,5.08764116,0.2621239148
baseline_active,heldout,post_stall,141,1,1.030064643,0.03772653632,0.577850342,1.088439351,16.57393547,10.24099911,12.04877392
coefficient_candidate,train,attached,11,1,0.01951516935,0.002038521275,0.005009498265,0.1420357389,0.86255957,0.9524063194,0.2407397629
coefficient_candidate,train,transition,25,1,0.06721887373,0.008838361577,0.07176137163,0.309579561,5.188716686,3.773898769,1.762674036
coefficient_candidate,train,post_stall,114,1,0.06193903458,0.02154123689,0.2690825604,0.3877497241,11.17341935,4.394222625,2.672144519
coefficient_candidate,heldout,attached,0,0,,,,,,,
coefficient_candidate,heldout,transition,11,1,0.2769660195,0.008532134378,0.02416020076,0.6655820001,0.1770517966,5.081416006,0.2709671781
coefficient_candidate,heldout,post_stall,141,1,0.8628079397,0.06282938254,0.5984842592,1.12830919,18.33295667,18.29139486,12.40744717
