t_read_host_s,line_text
0.1558561,"HELLO_EVENT,Nano33IoT_Command_Path_V1,1000000,1530427831"
0.9290999,"RX_EVENT,0,0,1531191171,32768,32768,32768,32768"
0.9290999,"OK_EVENT,SET_NEUTRAL"
0.9290999,"COMMIT_EVENT,0,0,1531191171,1531202249,76408,1500,1500,1500,1500,1500,1500,1500,1500"
6.2246535,"RX_EVENT,0,0,1536491032,32768,32768,32768,32768"
6.247075,"COMMIT_EVENT,0,0,1536491032,1536502249,76673,1500,1500,1500,1500,1500,1500,1500,1500"
6.247075,"RX_EVENT,1,0,1536503803,32768,32768,32768,32768"
6.247075,"RX_EVENT,2,0,1536514759,32768,32768,32768,32768"
6.2564825,"COMMIT_EVENT,2,0,1536514759,1536522249,76674,1500,1500,1500,1500,1500,1500,1500,1500"
6.276221,"RX_EVENT,3,0,1536535177,32768,32768,32768,32768"
6.276221,"COMMIT_EVENT,3,0,1536535177,1536542249,76675,1500,1500,1500,1500,1500,1500,1500,1500"
6.2957177,"RX_EVENT,4,0,1536554926,32768,32768,32768,32768"
6.2957177,"COMMIT_EVENT,4,0,1536554926,1536562250,76676,1500,1500,1500,1500,1500,1500,1500,1500"
6.3081689,"RX_EVENT,5,0,1536574495,32768,32768,32768,32768"
6.3192059,"COMMIT_EVENT,5,0,1536574495,1536582250,76677,1500,1500,1500,1500,1500,1500,1500,1500"
6.3424489,"RX_EVENT,6,0,1536597998,32768,32768,32768,32768"
6.3424489,"COMMIT_EVENT,6,0,1536597998,1536602249,76678,1500,1500,1500,1500,1500,1500,1500,1500"
6.355637,"RX_EVENT,7,0,1536621188,32768,32768,32768,32768"
6.355637,"COMMIT_EVENT,7,0,1536621188,1536622249,76679,1500,1500,1500,1500,1500,1500,1500,1500"
6.3686542,"RX_EVENT,8,0,1536634445,32768,32768,32768,32768"
6.3686542,"COMMIT_EVENT,8,0,1536634445,1536642249,76680,1500,1500,1500,1500,1500,1500,1500,1500"
6.390458,"RX_EVENT,9,0,1536657053,32768,32768,32768,32768"
6.4009063,"COMMIT_EVENT,9,0,1536657053,1536662249,76681,1500,1500,1500,1500,1500,1500,1500,1500"
6.4210168,"RX_EVENT,10,0,1536679612,32768,32768,32768,32768"
6.4210168,"COMMIT_EVENT,10,0,1536679612,1536682249,76682,1500,1500,1500,1500,1500,1500,1500,1500"
6.432711,"RX_EVENT,11,0,1536699760,32768,32768,32768,32768"
6.432711,"COMMIT_EVENT,11,0,1536699760,1536702250,76683,1500,1500,1500,1500,1500,1500,1500,1500"
6.4530572,"RX_EVENT,12,0,1536720804,32768,32768,32768,32768"
6.4633244,"COMMIT_EVENT,12,0,1536720804,1536722249,76684,1500,1500,1500,1500,1500,1500,1500,1500"
6.4883812,"RX_EVENT,13,0,1536742138,32768,32768,32768,32768"
6.4883812,"RX_EVENT,14,0,1536753053,32768,32768,32768,32768"
6.4995878,"COMMIT_EVENT,14,0,1536753053,1536762249,76686,1500,1500,1500,1500,1500,1500,1500,1500"
6.5117818,"RX_EVENT,15,0,1536778336,32768,32768,32768,32768"
6.5117818,"COMMIT_EVENT,15,0,1536778336,1536782249,76687,1500,1500,1500,1500,1500,1500,1500,1500"
6.5474249,"RX_EVENT,16,0,1536801580,32768,32768,32768,32768"
6.5474249,"COMMIT_EVENT,16,0,1536801580,1536802249,76688,1500,1500,1500,1500,1500,1500,1500,1500"
6.5474249,"RX_EVENT,17,0,1536814047,32768,32768,32768,32768"
6.5589094,"COMMIT_EVENT,17,0,1536814047,1536822249,76689,1500,1500,1500,1500,1500,1500,1500,1500"
