library_size_case_id,primitive_id,transition_entry_class,start_state_family,candidate_rows,viable_rows
balanced_cluster,energy_retaining_bank,launch_gate,launch_gate,8,8
balanced_cluster,glide,launch_gate,launch_gate,4,4
balanced_cluster,lift_dwell_arc,launch_gate,launch_gate,12,12
balanced_cluster,lift_entry,launch_gate,launch_gate,8,8
balanced_cluster,mild_turn_left,launch_gate,launch_gate,8,8
balanced_cluster,mild_turn_right,launch_gate,launch_gate,8,8
balanced_cluster,recovery,launch_gate,launch_gate,8,8
balanced_cluster,safe_exit_or_recovery_handoff,launch_gate,launch_gate,8,8
heavy_cluster,lift_dwell_arc,launch_gate,launch_gate,4,4
heavy_cluster,lift_entry,launch_gate,launch_gate,4,4
heavy_cluster,mild_turn_left,launch_gate,launch_gate,4,4
heavy_cluster,mild_turn_right,launch_gate,launch_gate,8,8
heavy_cluster,safe_exit_or_recovery_handoff,launch_gate,launch_gate,8,8
light_cluster,energy_retaining_bank,launch_gate,launch_gate,16,16
light_cluster,glide,launch_gate,launch_gate,4,4
light_cluster,lift_dwell_arc,launch_gate,launch_gate,8,8
light_cluster,lift_entry,launch_gate,launch_gate,12,12
light_cluster,mild_turn_left,launch_gate,launch_gate,12,12
light_cluster,mild_turn_right,launch_gate,launch_gate,12,12
light_cluster,recovery,launch_gate,launch_gate,8,8
light_cluster,safe_exit_or_recovery_handoff,launch_gate,launch_gate,8,8
no_cluster_no_merge,energy_retaining_bank,launch_gate,launch_gate,24,24
no_cluster_no_merge,glide,launch_gate,launch_gate,32,32
no_cluster_no_merge,lift_dwell_arc,launch_gate,launch_gate,48,48
no_cluster_no_merge,lift_entry,launch_gate,launch_gate,34,34
no_cluster_no_merge,mild_turn_left,launch_gate,launch_gate,57,57
no_cluster_no_merge,mild_turn_right,launch_gate,launch_gate,44,44
no_cluster_no_merge,recovery,launch_gate,launch_gate,21,21
no_cluster_no_merge,safe_exit_or_recovery_handoff,launch_gate,launch_gate,25,25
super_light_cluster,energy_retaining_bank,launch_gate,launch_gate,24,24
super_light_cluster,glide,launch_gate,launch_gate,20,20
super_light_cluster,lift_dwell_arc,launch_gate,launch_gate,20,20
super_light_cluster,lift_entry,launch_gate,launch_gate,24,24
super_light_cluster,mild_turn_left,launch_gate,launch_gate,20,20
super_light_cluster,mild_turn_right,launch_gate,launch_gate,20,20
super_light_cluster,recovery,launch_gate,launch_gate,20,20
super_light_cluster,safe_exit_or_recovery_handoff,launch_gate,launch_gate,20,20
