model_id,split,regime,sample_count,throw_count,dx_mae_m,dy_mae_m,altitude_loss_mae_m,sink_rate_mae_m_s,roll_mae_deg,pitch_mae_deg,yaw_mae_deg
baseline_active,train,attached,201,7,0.2422459222,0.595536798,0.2917649491,0.4158242142,8.552971835,9.193922347,6.622153898
baseline_active,train,transition,690,7,0.2719329592,0.605135984,0.4573863789,0.6533156762,7.527156128,18.57765881,7.507853412
baseline_active,train,post_stall,112,2,0.1778010607,0.5926906585,0.1681852412,0.3113279862,6.297050733,9.923914674,5.109561054
baseline_active,heldout,attached,29,3,0.121434912,0.2315185224,0.1407302794,0.2846540113,3.353062174,4.787285507,5.301557154
baseline_active,heldout,transition,344,3,0.7956796084,0.416567178,0.4283363595,0.7150198145,10.34734401,11.87522566,7.985150185
baseline_active,heldout,post_stall,0,0,,,,,,,
coefficient_candidate,train,attached,201,7,0.243368357,0.5666740489,0.278271332,0.401216071,10.61143389,9.511532346,6.637285383
coefficient_candidate,train,transition,690,7,0.2709781915,0.5852784728,0.4484205659,0.6399487084,8.764783842,18.75764525,7.702696609
coefficient_candidate,train,post_stall,112,2,0.1620169322,0.5536168028,0.141083279,0.2592207721,10.20539427,9.719782239,8.257562051
coefficient_candidate,heldout,attached,29,3,0.1214301218,0.2315162764,0.1407276609,0.2846443941,3.353325111,4.78730632,5.301532918
coefficient_candidate,heldout,transition,344,3,0.7964076461,0.4070026265,0.4254256419,0.7111376653,9.991652319,12.4221373,7.990476006
coefficient_candidate,heldout,post_stall,0,0,,,,,,,
