model_id,split,regime,sample_count,throw_count,dx_mae_m,dy_mae_m,altitude_loss_mae_m,sink_rate_mae_m_s,roll_mae_deg,pitch_mae_deg,yaw_mae_deg
baseline_active,train,attached,201,7,0.2422459222,0.595536798,0.2917649491,0.4158242142,8.552971835,9.193922347,6.622153898
baseline_active,train,transition,690,7,0.2719329592,0.605135984,0.4573863789,0.6533156762,7.527156128,18.57765881,7.507853412
baseline_active,train,post_stall,112,2,0.1778010607,0.5926906585,0.1681852412,0.3113279862,6.297050733,9.923914674,5.109561054
baseline_active,heldout,attached,29,3,0.121434912,0.2315185224,0.1407302794,0.2846540113,3.353062174,4.787285507,5.301557154
baseline_active,heldout,transition,344,3,0.7956796084,0.416567178,0.4283363595,0.7150198145,10.34734401,11.87522566,7.985150185
baseline_active,heldout,post_stall,0,0,,,,,,,
coefficient_candidate,train,attached,201,7,0.1598072929,0.5537209492,0.100112417,0.2155285706,12.13794457,6.109504813,10.82498691
coefficient_candidate,train,transition,690,7,0.1945845276,0.5781155886,0.2366335825,0.3695512653,9.735964212,9.657724626,11.20333785
coefficient_candidate,train,post_stall,112,2,0.07629797069,0.5416716547,0.08416489822,0.1500857643,8.908343685,12.7516508,12.40457199
coefficient_candidate,heldout,attached,29,3,0.07945577447,0.220060075,0.02208055674,0.1655231174,10.82985517,1.163970867,10.17296343
coefficient_candidate,heldout,transition,344,3,0.6788479822,0.3591659286,0.2673318117,0.5207558466,16.753569,4.500440425,13.68233054
coefficient_candidate,heldout,post_stall,0,0,,,,,,,
